"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Matched Audience Targeting Consumption (Video Click)"
122184577460383179,61561495390240,"JUANKada Host Ikay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni Juankada Lance sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni @[61584243275518:2048:Juankada Lance] sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",15,"01/01/2026 20:14",N/A,https://www.facebook.com/reel/856971900558109/,0,0,Videos,,,,,Lifetime,2833,1064,57,53,1,3,53,,53,,19787.454,9.467,0,0,0
122184669344383179,61561495390240,"JUANKada Host Ikay","JUANKada Host Ikay updated their cover photo.",,0,"01/02/2026 18:39",N/A,https://www.facebook.com/photo.php?fbid=122184669344383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,2,1,19,17,1,1,0,,,,,,,,
122184689018383179,61561495390240,"JUANKada Host Ikay","LIVE na ako, Kikays! 🌸

Watch me NOW para good vibes from afternoon hanggang gabi niyo ✨

Hihintayin ko kayo sa live ha! 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/02/2026 23:44",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02s5hoX2Z5S4mKHYUZ9JMm3yLojVKnzLPWwjLQdmCRYgZAdfJpncS2LfSjTgXmwGA2l,0,0,Photos,,,,,Lifetime,2559,951,73,55,13,5,104,28,76,,,,,,
122184789542383179,61561495390240,"JUANKada Host Ikay","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,"01/03/2026 23:21",N/A,https://www.facebook.com/reel/862805923201086/,0,0,Videos,,,,,Lifetime,1767,607,90,74,15,1,40,,40,,9918.409,7.234,0,0,0
122184886364383179,61561495390240,"JUANKada Host Ikay","Heads up, Kikays! 👀 

Live na ako now until 10PM!

Stay tuned and samahan ako sa saya! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/05/2026 00:21",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02iwhRbrx3BPhWVbpXDLqarV1tvvKibhGNhMigcnqdyKUofPsKZwejT3vhhZK9LbMel,0,0,Photos,,,,,Lifetime,2831,1184,68,61,4,3,166,74,92,,,,,,
122184904130383179,61561495390240,"JUANKada Host Ikay","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,"01/05/2026 04:15",N/A,https://www.facebook.com/reel/4167437183516019/,0,0,Videos,,,,,Lifetime,2237,740,72,67,2,3,43,,43,,14385.738,8.766,0,0,0
122184985280383179,61561495390240,"JUANKada Host Ikay","Still me, just in different moods ✨

How’s your year so far, Kikays? So far so good? Drop a “💖” if yes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/06/2026 00:13",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0riQhLjHBqNqqypN2TFgPuHBtCXsWJviV6S5Atztiijih6pw7N8P3f2EFdXwxmmZcl,0,0,Photos,,,,,Lifetime,2019,909,34,31,1,2,121,87,34,,,,,,
122184997124383179,61561495390240,"JUANKada Host Ikay","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,"01/06/2026 02:55",N/A,https://www.facebook.com/reel/1217464026992525/,0,0,Videos,,,,,Lifetime,1381,459,59,47,9,3,49,,49,,7718.346,7.233,0,0,0
122185101356383179,61561495390240,"JUANKada Host Ikay","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",36,"01/06/2026 22:35",N/A,https://www.facebook.com/reel/894560389655814/,0,0,Videos,,,,,Lifetime,2642,766,130,115,12,3,107,,107,,31449.373,15.623,0,0,0
122185202126383179,61561495390240,"JUANKada Host Ikay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",14,"01/07/2026 20:51",N/A,https://www.facebook.com/reel/1538065327450829/,0,0,Videos,,,,,Lifetime,1234,396,68,50,16,2,34,,34,,7393.698,8.116,0,0,0
