"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Link Clicks"
122107526781170300,61585109026232,"Juankada Charm","✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",6,"01/03/2026 06:18",N/A,https://www.facebook.com/reel/1401228511395702/,0,0,Videos,,,,,Lifetime,111,70,9,7,1,1,1,1,,328.771,4.696,0,0,0,
122107662213170300,61585109026232,"Juankada Charm","✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/03/2026 20:30",N/A,https://www.facebook.com/reel/889989420197082/,0,0,Videos,,,,,Lifetime,65,45,8,8,0,0,1,1,,259.218,5.635,0,0,0,
122107662291170300,61585109026232,"Juankada Charm","✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,"01/04/2026 00:30",N/A,https://www.facebook.com/reel/1933472250622659/,0,0,Videos,,,,,Lifetime,160,73,22,16,5,1,12,12,,917.769,12.075,0,0,0,
122106981825170300,61585109026232,"Juankada Charm","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,"01/01/2026 02:30",N/A,https://www.facebook.com/reel/877055318037017/,0,0,Videos,,,,,Lifetime,54,34,6,5,1,0,3,3,,159.773,3.804,0,0,0,
122109747675147740,61584432221426,"Juankada Evo","Tara Juankada! Simulan natin ang Taon na puno ng Swerte At Kulay na magbibigay Saya at Buhay! 

Samahan nyo ko ngaun gabi. 10pm-5am! Makisaya at Manalo! Dahil All in Juan sa Saya dito sa Juan365. 

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",,0,"01/01/2026 06:14",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0peAV61HDTtJCHPPgjEZ968z9nsfJASit9Y8xN2e3E7R5gUNrbXQM9wscMhQRFeS4l&id=61584432221426,0,0,Photos,,,,,Lifetime,572,246,21,19,0,2,22,17,5,,,,,,
122110187247147740,61584432221426,"Juankada Evo","Nalito ka ba kung sino si James diyan? 😆

React kung kanino ka unang napatingin
❤️ for Juankada Evo | 😄 for James Reid

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #JuankadaEvo #LiveGameHighlights #LiveHost #SelfieMoment Juan365 Studios James Reid",,0,"01/03/2026 21:26",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0d5HaX1wgVDy76EvMKy4NnYBGyfhuqN3CJhzpxmbj7cFYN623r8UjVwN1w7WmQmo3l&id=61584432221426,0,0,Photos,,,,,Lifetime,443,165,49,30,8,11,68,59,6,,,,,,3
122110014897147740,61584432221426,"Juankada Evo","LIVE DONE, ENERGY STILL ON 🔥
Shoutout to everyone who played and stayed till the end — you made the live even better 🙌, Catch you on the next Color Game LIVE 😎

If you felt the thrill, hit that follow and turn on notifications 🔔

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend  #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",,0,"01/02/2026 21:10",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0N7wUHRqbNs9sDFKhEAfYkD48VmEnYzM9obEhE294dVeRzRACkZGjVjBuFXaRoFkQl&id=61584432221426,0,0,Photos,,,,,Lifetime,339,121,30,14,11,5,21,14,7,,,,,,
122109924699147740,61584432221426,"Juankada Evo",,,0,"01/02/2026 09:09",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid036QuZzL3L4CoHVq67z46auH4VX8WrDwhrHqNxScHikpJtX6dxpwHaGwnQvVABqsJul&id=61584432221426,0,1,Photos,,,,,Lifetime,147,57,8,8,0,0,4,,3,,,,,,1
122109885615147740,61584432221426,"Juankada Evo","Halina't maglaro ng ColorGame Live! Hayaan nyong salubungin ang Ikalawang araw ng taon na puno ng swerte at pumaldo kasama si Juankada Evo! 🌈💫

Samahan nyo ang team NightShift mamaya 10pm-5am! With Juankada Ligaya Juankada Charm Makisaya at Manalo! Dahil AllinJuan sa Saya dito sa Juan365. 

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH","Halina't maglaro ng ColorGame Live! Hayaan nyong salubungin ang Ikalawang araw ng taon na puno ng swerte at pumaldo kasama si Juankada Evo! 🌈💫

Samahan nyo ang team NightShift mamaya 10pm-5am! With @[61584067509799:2048:Juankada Ligaya] @[61585109026232:2048:Juankada Charm] Makisaya at Manalo! Dahil AllinJuan sa Saya dito sa Juan365. 

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",22,"01/02/2026 03:30",N/A,https://www.facebook.com/reel/1276047304369012/,0,0,Videos,,,,,Lifetime,145,49,11,10,0,1,2,2,,815.024,8.15,0,0,0,
122188247414528854,61565865626361,"Juankada Geoff",ABC,"Hindi 'to parinig huh haha! Sino'ng nakaka relate sa music? 😂 

Comment ME + Member ID kung relate ka! 🫣💬

#JuankadaGeoff #juankadahost #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios #fypviralシ #trendingnow",22,"01/04/2026 09:15",N/A,https://www.facebook.com/reel/1215315800000852/,0,0,Videos,,,,,Lifetime,61,17,8,5,2,1,6,6,,519.988,16.773,0,0,0,
122188233140528854,61565865626361,"Juankada Geoff","LIVE na tayo, Juankada! 📽️
Come and join us together with Juankada Ligaya and Juankada Sabbie.
Let’s have some fun habang namimili ng inyong LUCKY color. 🔵🔴🟢🟡🟠

Don’t forget to Like, Share, and Follow our page for more FUN moments and exciting live sessions with us. Kita-kits, Juankada! 🥳

#JuankadaGeoff #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios #fypviralシ #trendingnow",,0,"01/04/2026 06:48",N/A,https://www.facebook.com/Juankadageoff/posts/pfbid033ZLwf5rzeQux7GqJwr5Ljfaqd7afQVpvZdAyT1EoKu27XyaNx7aMYMNV6gtSeS4kl,0,0,Photos,,,,,Lifetime,347,189,42,30,5,7,17,7,10,,,,,,
122188129148528854,61565865626361,"Juankada Geoff","Hindi perpektong tao pero perpekto para sa'yo. 😉

Don't be shy and hit that Like, Follow, and Share button para perfect talaga! 

#JuankadaGeoff #Juan365 #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios #fypviralシ #trendingvideo","Hindi perpektong tao pero perpekto para sa'yo. 😉

Don't be shy and hit that Like, Follow, and Share button para perfect talaga! 

#JuankadaGeoff #Juan365 #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios #fypviralシ #trendingvideo",19,"01/03/2026 06:34",N/A,https://www.facebook.com/reel/1502070524217120/,0,0,Videos,,,,,Lifetime,105,40,20,11,7,2,3,3,,777.679,11.783,0,0,0,
122188074218528854,61565865626361,"Juankada Geoff","Juankada Geoff updated their cover photo.",,0,"01/02/2026 18:40",N/A,https://www.facebook.com/photo.php?fbid=122188074218528854&set=a.122095532852528854&type=3,0,0,Photos,,,,,Lifetime,0,1,15,13,2,0,0,,,,,,,,
122113734081133214,61583996447175,"Juankada Jedi","What’s up, Jedi Babes! ⚡️

𝐊𝐮𝐧𝐠 𝐫𝐞𝐚𝐝𝐲 𝐤𝐚 𝐬𝐚 𝐬𝐰𝐞𝐫𝐭𝐞, type “GAME!” sa comments — then nood na sa Juan365 app and website! 🎯

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","What’s up, Jedi Babes! ⚡️

𝐊𝐮𝐧𝐠 𝐫𝐞𝐚𝐝𝐲 𝐤𝐚 𝐬𝐚 𝐬𝐰𝐞𝐫𝐭𝐞, type “GAME!” sa comments — then nood na sa Juan365 app and website! 🎯

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",9,"01/04/2026 03:01",mixed,https://www.facebook.com/reel/1852322702056151/,1,0,Videos,,,,,Lifetime,491,333,22,17,4,1,9,9,,2189.183,6.593,0,0,0,
122113668105133214,61583996447175,"Juankada Jedi","𝟕𝐊 𝐚𝐧𝐝 𝐜𝐨𝐮𝐧𝐭𝐢𝐧𝐠, Jedi Babes! 🙌

Like, heart ❤️, comment, and share — let’s spread the fun!
Kita-kits sa Color Game Live sa Juan365 app at website!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",,0,"01/03/2026 20:37",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02WH9SWNCta6xbmqfLDSdpbAz44wzKdon8Nztwu2BEwNY5ksjarMzHUwTxUQv2MGD1l&id=61583996447175,0,0,Photos,,,,,Lifetime,205,83,17,13,4,0,15,15,,,,,,,
122113652679133214,61583996447175,"Juankada Jedi","Good morning, Juankada! ✨
Kumpleto na ba kayo? 💖
LIVE na tayo sa Juan365 — good vibes, fun games, at lovely moments to start the day right 🌤️ kasama si JuanKada Star and Juankada Papa Joe
Comment “LIVE” kung nanonood ka na 👇

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",,0,"01/03/2026 18:11",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0tSDsSP568S98BxKXMgFdossdCJFTRa8FMV82MZFRSGq25aJ7qAjw2mocXNmY3Ac9l&id=61583996447175,0,0,Photos,,,,,Lifetime,754,329,28,25,1,2,31,25,6,,,,,,
122113454265133214,61583996447175,"Juankada Jedi","Juankada Jedi updated their cover photo.",,0,"01/02/2026 18:42",N/A,https://www.facebook.com/photo.php?fbid=122113454265133214&set=a.122110480779133214&type=3,0,0,Photos,,,,,Lifetime,0,0,10,9,1,0,0,,,,,,,,
122113327155133214,61583996447175,"Juankada Jedi","🚨 Jedi Babes! 𝐎𝐧𝐞 𝐜𝐥𝐢𝐜𝐤 could be your 𝐥𝐮𝐜𝐤𝐲 𝐜𝐡𝐚𝐫𝐦 — like, share, and follow now! 🍀

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage",,0,"01/02/2026 04:10",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0h5gkZXfBuAMKN3bzscmSFPhzoydAbaCxH9guWFYHgHoiF2CZKX1b8JxrTvfgyqvgl&id=61583996447175,0,0,Photos,,,,,Lifetime,405,140,24,16,5,3,9,7,2,,,,,,
122113098429133214,61583996447175,"Juankada Jedi","Juankada, kumpleto na ba kayo? 💖
LIVE na tayo sa Juan365 — good vibes, fun games, at lovely moments all night long ✨
Drop “LIVE” sa comments kung nanonood ka na 👇",,0,"01/01/2026 02:29",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid021oLsb1qeyrScLMk39WitSNtJRTMxxPduwUDQ2ZqY6KokNh6PpnQGjBK7jD5rrbmwl&id=61583996447175,0,0,Photos,,,,,Lifetime,401,118,19,15,3,1,9,7,2,,,,,,
122119738053141442,61584243275518,"Juankada Lance","𝐅𝐢𝐧𝐞 𝐞𝐯𝐞𝐧𝐢𝐧𝐠 𝐯𝐢𝐛𝐞𝐬 ✨ 𝐊𝐚𝐦𝐮𝐬𝐭𝐚 𝐚𝐧𝐠 𝐚𝐫𝐚𝐰 𝐦𝐨? 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 𝐛𝐞𝐥𝐨𝐰 👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #gwapitongtito #JuankadaLance",,0,"01/01/2026 05:16",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0qvRjPpVxkkBhpcUgXokDGiEmVrHJ7ErbqziE37ZLi3h6fBdTJq8sdJJvAUcBAkQCl&id=61584243275518,0,0,Photos,,,,,Lifetime,197,74,17,13,3,1,10,5,5,,,,,
122120362347141442,61584243275518,"Juankada Lance","𝐬𝐮𝐦𝐮𝐤𝐨 𝐤𝐚𝐧𝐚 𝐛𝐚𝐠𝐨 𝐩𝐚 𝐝𝐮𝐦𝐚𝐧𝐚𝐤 𝐚𝐧𝐠 𝐝𝐮𝐠𝐨🤦

👉 Follow for more kulitan at tawanan

 #Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #Reels #fypシ゚viralシfypシ゚","𝐬𝐮𝐦𝐮𝐤𝐨 𝐤𝐚𝐧𝐚 𝐛𝐚𝐠𝐨 𝐩𝐚 𝐝𝐮𝐦𝐚𝐧𝐚𝐤 𝐚𝐧𝐠 𝐝𝐮𝐠𝐨🤦

👉 Follow for more kulitan at tawanan

 #Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #Reels #fypシ゚viralシfypシ゚",32,"01/04/2026 18:00",mixed,https://www.facebook.com/reel/1189692280015669/,1,0,Videos,,,,,Lifetime,8,5,3,2,1,0,1,1,,46.785,15.595,0,0,0
122120280567141442,61584243275518,"Juankada Lance","𝐅𝐨𝐨𝐝 𝐜𝐨𝐮𝐫𝐭 𝐬𝐮𝐫𝐯𝐢𝐯𝐚𝐥 𝐭𝐢𝐩:
𝐔𝐧𝐚𝐡𝐚𝐧 𝐦𝐨 𝐧𝐚 𝐚𝐧𝐠 𝐦𝐮𝐧𝐝𝐨. 𝐋𝐚𝐠𝐲𝐚𝐧 𝐦𝐨 𝐧𝐠 𝐠𝐚𝐦𝐢𝐭. 🫡

Follow for more life hacks😝

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaLance #fypageシ #reelsviralシ","𝐅𝐨𝐨𝐝 𝐜𝐨𝐮𝐫𝐭 𝐬𝐮𝐫𝐯𝐢𝐯𝐚𝐥 𝐭𝐢𝐩:
𝐔𝐧𝐚𝐡𝐚𝐧 𝐦𝐨 𝐧𝐚 𝐚𝐧𝐠 𝐦𝐮𝐧𝐝𝐨. 𝐋𝐚𝐠𝐲𝐚𝐧 𝐦𝐨 𝐧𝐠 𝐠𝐚𝐦𝐢𝐭. 🫡

Follow for more life hacks😝

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaLance #fypageシ #reelsviralシ",22,"01/04/2026 05:19",N/A,https://www.facebook.com/reel/1500871050984342/,0,0,Videos,,,,,Lifetime,55,36,9,6,2,1,7,7,,501.043,14.315,0,0,0
122120121879141442,61584243275518,"Juankada Lance","In case nakalimutan mo… Gwapitong Tito ’to 😎 Juankada Lance.
👉 Hit that Follow button! 

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #fypシviralシfypシ゚ #fypageシ","In case nakalimutan mo… Gwapitong Tito ’to 😎 Juankada Lance.
👉 Hit that Follow button! 

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #fypシviralシfypシ゚ #fypageシ",13,"01/03/2026 06:02",N/A,https://www.facebook.com/reel/1524214245534093/,0,0,Videos,,,,,Lifetime,133,54,29,16,11,2,16,16,,971.885,13.884,0,0,0
122120025507141442,61584243275518,"Juankada Lance","Juankada Lance updated their cover photo.",,0,"01/02/2026 18:41",N/A,https://www.facebook.com/photo.php?fbid=122120025507141442&set=a.122098330299141442&type=3,0,0,Photos,,,,,Lifetime,0,0,12,12,0,0,0,,,,,,,
122119965753141442,61584243275518,"Juankada Lance","𝐍𝐚𝐭𝐮𝐫𝐞 𝐯𝐢𝐛𝐞𝐬 𝐥𝐚𝐧𝐠,𝐂𝐡𝐢𝐥𝐥 𝐥𝐚𝐧𝐠. 💚🌿

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame",,0,"01/02/2026 08:53",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02MuNynu9MBdfbTXSfPMf5UvqnanmDEJ4tEcndZd4dD8tToxwJrfP86SgNgizwiVsYl&id=61584243275518,0,0,Photos,,,,,Lifetime,181,69,27,20,5,2,11,9,2,,,,,
122119754391141442,61584243275518,"Juankada Lance","Hi Its me Gwapitong tito samahan niyo po kami, Live at Juan365 app at Website till 5am🤩",,0,"01/01/2026 06:57",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FpQv17UrXrGN77LiGn2zFhTEZf7jUcDatd5dTLvkirq4YT9mtJzPjiMhoqwu5hunl&id=61584243275518,0,1,Photos,,,,,Lifetime,101,52,8,8,0,0,2,,2,,,,,
122126386791135583,61584067509799,"Juankada Ligaya","Hello Luvs!😍

Ready na ba kayong sumayaw at sumaya? 🕺💃

Hindi lang sa sayaw niyo ako kasama—subaybayan niyo rin araw-araw sa Live para kulayan natin ang bawat araw ng happiness at Color Game fun! 🌈✨

Huwag palampasin, dahil bawat kulay, may ngiti para sa inyo! 😄💜💚

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","Hello Luvs!😍

Ready na ba kayong sumayaw at sumaya? 🕺💃

Hindi lang sa sayaw niyo ako kasama—subaybayan niyo rin araw-araw sa Live para kulayan natin ang bawat araw ng happiness at Color Game fun! 🌈✨

Huwag palampasin, dahil bawat kulay, may ngiti para sa inyo! 😄💜💚

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",15,"01/02/2026 03:25",N/A,https://www.facebook.com/reel/1531129141480802/,0,0,Videos,,,,,Lifetime,847,244,94,85,7,2,16,16,,5041.048,7.512,0,0,0
122126784021135583,61584067509799,"Juankada Ligaya","Mapupuno ng Ligaya ang inyong Linggo! Dahil magsisimula nanaman ang panibangong kulitan at sayawan with our Juankada Host Ligayaaa! 🤩

Tumutok na at makisaya mamayang 9PM NA YAN! You can check out here sa ating page para mas update ka 💖

Visit and Join us on our website and App ✨

See you there LUVS! 😘

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","Mapupuno ng Ligaya ang inyong Linggo! Dahil magsisimula nanaman ang panibangong kulitan at sayawan with our Juankada Host Ligayaaa! 🤩

Tumutok na at makisaya mamayang 9PM NA YAN! You can check out here sa ating page para mas update ka 💖

Visit and Join us on our website and App ✨

See you there LUVS! 😘

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",15,"01/04/2026 02:04",N/A,https://www.facebook.com/reel/33548443778074076/,0,0,Videos,,,,,Lifetime,456,330,29,22,5,2,11,11,,2695.203,7.834,0,0,0
122126761815135583,61584067509799,"Juankada Ligaya","Hi LUVS! Ready, set, COLOR! 🎨

Ready na ba kayo sa ultimate Color Game? Level up ang fun! quick snap with JUANKADA HOST Geof & JUANKADA HOST Evo

Join na sa LIVE Color Game at patunayan ang galing mo! 👀

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",,0,"01/03/2026 23:11",N/A,https://www.facebook.com/JuankadaLigayaOfficialPage/posts/pfbid02CtGEA7xtJ3PfNwJuEJ2vNM57FFNRTowbM2edEx7Jxa7wCTjY6driG2vsN6SLp1ixl,0,0,Photos,,,,,Lifetime,230,116,17,14,2,1,8,6,2,,,,,
122126715249135583,61584067509799,"Juankada Ligaya","Sweet smiles ang hatid bago ang kulay na punong puno ng saya 💕

See you sa color game mamaya ✨

Anong color ang bet mo today? Comment mo na 🎨 

Huwag kakalimutan Bisitahin na din ang ating Website or App. para sa more exciting updates!🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers #followersreelsfyp",,0,"01/03/2026 18:06",N/A,https://www.facebook.com/JuankadaLigayaOfficialPage/posts/pfbid0AcSu9VFyLr1awj5kBdC8EhSujg8XcAUjjhWe8EhuJf5ubTMD1dsLaXgnGzNmUgazl,0,0,Photos,,,,,Lifetime,210,93,17,16,0,1,7,3,4,,,,,
122126628297135583,61584067509799,"Juankada Ligaya","MALIGAYANG-MALIGAYA ANG GABING ITO, DAHIL ISANG LIGAYA ANG MAG BIBIGAY SWERTE SAIYO! 🥳✨

Today’s energy ay mas pinabongga at pinasaya! Come and Join our LIVE makigulo sa ating color game 🎲🌈

PAANO SUMALI: Nood lang sa ating website or App 💕What are you waiting for LUVS?

TUTOK NA! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","MALIGAYANG-MALIGAYA ANG GABING ITO, DAHIL ISANG LIGAYA ANG MAG BIBIGAY SWERTE SAIYO! 🥳✨

Today’s energy ay mas pinabongga at pinasaya! Come and Join our LIVE makigulo sa ating color game 🎲🌈

PAANO SUMALI: Nood lang sa ating website or App 💕What are you waiting for LUVS?

TUTOK NA! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",7,"01/03/2026 04:13",N/A,https://www.facebook.com/reel/905212288515821/,0,0,Videos,,,,,Lifetime,2063,439,115,89,16,10,43,43,,8481.023,6.231,0,0,0
122126552697135583,61584067509799,"Juankada Ligaya","GOOD MORNING LUVS! 
Napanood nyo ba ako kagabi sa LIVE? 🫣

GOOD NEWS! Lagi na tayo mag sasama tuwing 9PM! Sumama na gabi-gabi sa ating Color Game. At itaya ang your LUCKY COLOR with your LUCKY LIGAYA ❤️💙💚💛

Start to Hit that follow button LUVS! Bisitahin na din ang ating Website or App. Stay tune para sa more update!🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","GOOD MORNING LUVS! 
Napanood nyo ba ako kagabi sa LIVE? 🫣

GOOD NEWS! Lagi na tayo mag sasama tuwing 9PM! Sumama na gabi-gabi sa ating Color Game. At itaya ang your LUCKY COLOR with your LUCKY LIGAYA ❤️💙💚💛

Start to Hit that follow button LUVS! Bisitahin na din ang ating Website or App. Stay tune para sa more update!🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",14,"01/02/2026 19:49",mixed,https://www.facebook.com/reel/720070717844901/,0,0,Videos,,,,,Lifetime,1505,307,157,130,19,8,41,41,,7582.012,6.68,0,0,0
122126542149135583,61584067509799,"Juankada Ligaya","Juankada Ligaya updated their cover photo.",,0,"01/02/2026 18:42",N/A,https://www.facebook.com/photo.php?fbid=122126542149135583&set=a.122100489423135583&type=3,0,0,Photos,,,,,Lifetime,2,1,11,11,0,0,0,,,,,,,
122126445801135583,61584067509799,"Juankada Ligaya","Tutok na, LUVS! 
LIVE na ang kulitan with Juankada host Juankada Charm and Juankada Evo~ 

Umagang puno ng tawa, kulay, at good vibes, makijoin sa Color Game 🌈

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers #Like #Share #followersreelsfypシ゚viralシfypシ゚viralシ",,0,"01/02/2026 08:53",N/A,https://www.facebook.com/JuankadaLigayaOfficialPage/posts/pfbid0uXg2r8a9WVuFPG4x5waTjk9vCsSMx8FiGFQY9duPpKobA5SDVZxuGN79yCDi1pF3l,0,0,Photos,,,,,Lifetime,414,155,8,6,0,2,25,8,17,,,,,
122110853379141115,61584233476725,"Juankada Papa Joe","Happy monday, don't forget to be awesome🍃✨

What’s your mission this week?

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #highlightseveryonefollowers",,0,"01/04/2026 18:13",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02xqE8pPUgSThaGuPFy8EL1HRF5guaPBmRxr4ngicJBgis6cPXFBE8EKGm7Q6PK5Mxl&id=61584233476725,0,0,Photos,,,,,Lifetime,13,23,3,1,0,2,0,,,,,,,,
122110739073141115,61584233476725,"Juankada Papa Joe","Individually, we're strong, but together, we're unstoppable.💪

Pew! Pew! Pew!🔫

Don’t miss our live tomorrow on https://juan365.com/ from 6AM to 2PM.
To watch us smoothly, just register on our website or download our app.
See you, Joekada!☺️

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚",,0,"01/04/2026 03:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0VS16H9qNPu3LgVxyax9XXvPyybHwRa19Mfhs88YyNtkCHcPtnLk6GUjvj9DN1cr2l&id=61584233476725,0,0,Photos,,,,,Lifetime,579,287,39,24,10,5,14,13,1,,,,,,
