Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Total clicks,Other Clicks,Link Clicks,Matched Audience Targeting Consumption (Photo Click),Approximate content monetization earnings,Negative feedback from users: Hide all,Ad CPM (USD),Ad impressions
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Serving vibes mula sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱 ✨,"Serving vibes mula sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱 ✨

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",11,2/1/2026 3:00,N/A,https://www.facebook.com/reel/902160548852504/,0,0,Videos,,,,,Lifetime,238,166,20,17,1,2,877.558,4.618,0,6,6,,,0,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝗥𝗲𝗰𝗮𝗽 ✨

Thanks for this January Choozers! Let’s see each other this FEBibig-February! 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy","𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝗥𝗲𝗰𝗮𝗽 ✨

Thanks for this January Choozers! Let’s see each other this FEBibig-February! 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",31,2/1/2026 0:38,N/A,https://www.facebook.com/reel/1226692248889079/,0,0,Videos,,,,,Lifetime,169,145,14,12,1,1,551.332,3.58,0,2,2,,,0,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Ang galing 😭😂,"Ang galing 😭😂

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",19,1/31/2026 23:03,N/A,https://www.facebook.com/reel/1579772926395900/,0,0,Videos,,,,,Lifetime,214,152,15,14,1,0,1005.776,5.682,0,9,9,,,0,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Juankada Alexchoozy updated his cover photo.,,0,1/31/2026 16:51,N/A,https://www.facebook.com/photo.php?fbid=122115011685144249&set=a.122095215045144249&type=3,0,0,Photos,,,,,Lifetime,0,0,14,12,1,1,,,,0,,,,0,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"𝐓𝐡𝐞 𝐊𝐈𝐍𝐆 𝐎𝐅 𝐓𝐀𝐋𝐊 𝐨𝐟 𝐭𝐡𝐞 𝐒𝐎𝐔𝐓𝐇.
Ang inyong 𝐇𝐎𝐒𝐓 na 𝐖𝐈𝐓𝐓𝐘 na magbibigay sa inyo ng 𝐒𝐖𝐄𝐑𝐓𝐘🥰",,0,1/31/2026 16:51,N/A,https://www.facebook.com/photo.php?fbid=122115011607144249&set=a.122095214151144249&type=3,0,0,Photos,,,,,Lifetime,228,107,25,21,2,2,,,,11,8,,3,0,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"Miss kaba? 🤭

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy","Miss kaba? 🤭

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",16,1/31/2026 5:47,N/A,https://www.facebook.com/reel/797599220021115/,0,0,Videos,,,,,Lifetime,447,330,20,17,3,0,2785.471,8.168,0,6,6,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,Juankada Charm updated their cover photo.,,0,1/31/2026 23:35,N/A,https://www.facebook.com/photo.php?fbid=122114761671170300&set=a.122103022167170300&type=3,0,0,Photos,,,,,Lifetime,0,0,8,7,1,0,,,,0,,,,0,,,
1.22115E+17,6.15851E+13,Juankada Charm,Lucky CHARM activated✨ #juan365,,0,1/31/2026 23:38,N/A,https://www.facebook.com/photo.php?fbid=122114762187170300&set=a.122102997399170300&type=3,0,0,Photos,,,,,Lifetime,150,74,17,17,0,0,,,,3,3,,,0,,,
1.22115E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Naka-follow na ba ang lahat? 

Share niyo na sainyong friends and family para mas lumaki ang ating mabibigyan ng LUCKY CHARMS!🍀

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/1/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02kSkw9SY9YxcoHaQc9umccF1weckGguXrdcy2a3xmKcXVAFoRFPhiMSDShF8P2bysl&id=61585109026232,0,0,Photos,,,,,Lifetime,956,444,55,40,10,5,,,,56,48,,8,0,,,
1.22115E+17,6.15851E+13,Juankada Charm,"Ano ba talaga? 🤨

Pakisagot nga! 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano ba talaga? 🤨

Pakisagot nga! 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/1/2026 22:00,N/A,https://www.facebook.com/reel/1429447118850096/,0,0,Videos,,,,,Lifetime,155,128,5,4,1,0,631.252,4.782,0,3,3,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Sexy color for a sexy girl! 🤭

Agree ba kayo. Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sexy color for a sexy girl! 🤭

Agree ba kayo. Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/2/2026 1:00,N/A,https://www.facebook.com/reel/881159014846167/,0,0,Videos,,,,,Lifetime,75,51,7,6,1,0,330.705,5.701,0,4,4,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"No no no! 🙅‍♀️

Pero pag ikaw... 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","No no no! 🙅‍♀️

Pero pag ikaw... 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",11,2/2/2026 23:00,N/A,https://www.facebook.com/reel/1591096975417373/,0,0,Videos,,,,,Lifetime,134,94,4,3,1,0,503.324,4.703,0,1,1,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Kahit na malayo, ikaw ay pupuntahan ko!!! 🚙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Kahit na malayo, ikaw ay pupuntahan ko!!! 🚙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",11,2/3/2026 2:00,N/A,https://www.facebook.com/reel/1621543282610086/,0,0,Videos,,,,,Lifetime,396,300,12,9,3,0,1855.319,5.984,0,3,3,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Meron ka na bang iba? 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Meron ka na bang iba? 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/3/2026 23:00,N/A,https://www.facebook.com/reel/875254991801351/,1,0,Videos,,,,,Lifetime,75,66,3,2,1,0,232.092,3.363,0,1,1,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Sayaw sayaw lang tayo, Lucky Charms! ✨

Mahaba pa ang linggo!!! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sayaw sayaw lang tayo, Lucky Charms! ✨

Mahaba pa ang linggo!!! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/4/2026 2:00,N/A,https://www.facebook.com/reel/1434348115069366/,1,0,Videos,,,,,Lifetime,377,302,8,7,1,0,1826.629,5.817,0,1,1,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Feeling myself from our live the last time around! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Feeling myself from our live the last time around! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",7,2/4/2026 23:00,N/A,https://www.facebook.com/reel/26291564423774414/,0,0,Videos,,,,,Lifetime,210,124,7,6,1,0,883.948,6.596,0,3,3,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Hala! Na-fall? 🫣

Okay lang kasi sa akin ka lang pala babagsak 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hala! Na-fall? 🫣

Okay lang kasi sa akin ka lang pala babagsak 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/4/2026 23:00,N/A,https://www.facebook.com/reel/1548004479834084/,1,0,Videos,,,,,Lifetime,172,144,5,4,1,0,755.958,5.177,0,4,4,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"Lumabas nalang ako... 🚶‍♀️‍➡️

Wala, dami kasi eh 🙅‍♀️

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Lumabas nalang ako... 🚶‍♀️‍➡️

Wala, dami kasi eh 🙅‍♀️

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,2/5/2026 2:00,mixed,https://www.facebook.com/reel/880305494970834/,0,0,Videos,,,,,Lifetime,99,71,4,2,2,0,263.891,3.427,0,4,4,,,0,,0,0
1.22115E+17,6.15851E+13,Juankada Charm,"JWU pero still slaying!!! 😘

Agree ba kayo, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","JWU pero still slaying!!! 😘

Agree ba kayo, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/5/2026 23:00,N/A,https://www.facebook.com/reel/1896977207849655/,0,0,Videos,,,,,Lifetime,303,232,10,9,1,0,946.468,4.027,0,4,4,,,0,,0,0
1.22116E+17,6.15851E+13,Juankada Charm,"Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/6/2026 2:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0jX8uf9ry9nbLgzB2j7YTqasJHCbAFmmnMAMpK38vYLp1As5GEELHgjqrCYLisdVCl&id=61585109026232,0,0,Text,,,,,Lifetime,55,30,1,0,0,1,,,,0,,,,0,,,
1.22116E+17,6.15851E+13,Juankada Charm,"Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/6/2026 2:00,N/A,https://www.facebook.com/reel/1211320200980897/,0,0,Videos,,,,,Lifetime,110,80,2,1,1,0,474.216,5.579,0,1,1,,,0,,0,0
1.22117E+17,6.15851E+13,Juankada Charm,"Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/6/2026 23:00,N/A,https://www.facebook.com/reel/1438027944686433/,0,0,Videos,,,,,Lifetime,121,93,7,7,0,0,647.027,6.406,0,2,2,,,0,,0,0
1.22117E+17,6.15851E+13,Juankada Charm,"Ano na? Nasan na yon? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano na? Nasan na yon? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/7/2026 2:00,N/A,https://www.facebook.com/reel/868597899271104/,0,0,Videos,,,,,Lifetime,136,109,9,8,1,0,675.88,5.981,0,3,3,,,0,,0,0
1.22118E+17,6.15851E+13,Juankada Charm,"Yeehaw! Cowboy night means wild fun, big laughs, and lucky moments 🤠✨",,0,2/7/2026 8:38,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0RNF23ETnjvSzRK82MwsecTd7h5h318LPXEruhrSYiFGU78ippB27b8cwozM3LKyXl&id=61585109026232,0,1,Text,,,,,Lifetime,32,35,4,4,0,0,,,,3,3,,,0,,,
1.22118E+17,6.15851E+13,Juankada Charm,"Cutesy dancey ang inyong Lucky Charmy!💃✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Cutesy dancey ang inyong Lucky Charmy!💃✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/7/2026 23:00,N/A,https://www.facebook.com/reel/1424404192730919/,0,0,Videos,,,,,Lifetime,183,151,10,9,1,0,1026.501,6.709,0,2,2,,,0,,0,0
1.22118E+17,6.15851E+13,Juankada Charm,"Hindi dahil matigas ako, wala na akong pakiramdam!!! 🫣😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hindi dahil matigas ako, wala na akong pakiramdam!!! 🫣😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/8/2026 2:00,N/A,https://www.facebook.com/reel/5345482285677164/,0,0,Videos,,,,,Lifetime,133,98,5,4,1,0,660.793,6.415,0,5,5,,,0,,0,0
1.22118E+17,6.15851E+13,Juankada Charm,"Baby, I'm PERFECT FOR YOU!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Baby, I'm PERFECT FOR YOU!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",19,2/8/2026 23:00,N/A,https://www.facebook.com/reel/1277905567560510/,0,0,Videos,,,,,Lifetime,170,146,11,10,1,0,975.284,6.416,0,7,7,,,0,,0,0
1.22118E+17,6.15851E+13,Juankada Charm,"Kulitan with @JuankadaPapaJoe & @JuankadaGeoff 💖

Catch us live sa COLOR GAME LIVE, Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Kulitan with @JuankadaPapaJoe & @JuankadaGeoff 💖

Catch us live sa COLOR GAME LIVE, Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",52,2/9/2026 2:00,mixed,https://www.facebook.com/reel/1442041394103255/,0,0,Videos,,,,,Lifetime,132,104,10,9,1,0,1676.209,14.966,0,9,9,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Mga ganyang tanong, hindi na dapat tinatanong! 🤭

Tama naman diba, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Mga ganyang tanong, hindi na dapat tinatanong! 🤭

Tama naman diba, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/9/2026 23:00,N/A,https://www.facebook.com/reel/1536420674315718/,1,0,Videos,,,,,Lifetime,110,80,4,3,1,0,572.293,6.578,0,3,3,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Diyan ako nakukuha!

Ayan din ba ang gusto niyo, Lucky Charms? 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Diyan ako nakukuha!

Ayan din ba ang gusto niyo, Lucky Charms? 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",6,2/10/2026 2:00,N/A,https://www.facebook.com/reel/1582809689433171/,1,0,Videos,,,,,Lifetime,109,80,5,4,1,0,309.184,3.77,0,1,1,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"YEEHAW!!! 🤠

As a cowgirl ang atake natin from the other day's live!🐮

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms #Cowgirl","YEEHAW!!! 🤠

As a cowgirl ang atake natin from the other day's live!🐮

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms #Cowgirl",16,2/10/2026 23:00,N/A,https://www.facebook.com/reel/1481959006785647/,1,0,Videos,,,,,Lifetime,51,37,12,11,1,0,525.675,13.833,0,2,2,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"🕶🧍‍♀️🧍‍♂️🕶

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","🕶🧍‍♀️🧍‍♂️🕶

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,2/11/2026 2:00,N/A,https://www.facebook.com/reel/890603843751231/,1,0,Videos,,,,,Lifetime,111,97,8,6,2,0,732.034,7.32,0,3,3,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Luh!? Sarili ko kakampi ko? 🧍‍♀️

AYOKO NIYAN! ❌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Luh!? Sarili ko kakampi ko? 🧍‍♀️

AYOKO NIYAN! ❌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",11,2/11/2026 23:00,N/A,https://www.facebook.com/reel/797920673334340/,0,0,Videos,,,,,Lifetime,94,81,5,4,1,0,301.432,3.721,0,1,1,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Magpaparinig lang ako Lucky Charms ah! 🫣

GUSTO KO MARINIG MONG OKAY NA KO!!! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Magpaparinig lang ako Lucky Charms ah! 🫣

GUSTO KO MARINIG MONG OKAY NA KO!!! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/11/2026 23:00,N/A,https://www.facebook.com/reel/1231998405056490/,1,0,Videos,,,,,Lifetime,100,94,4,3,1,0,365.617,3.931,0,3,3,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Ready na ba ang lahat para sa ating HAPPY T? 🤙

Join me today sa ating COLOR GAME LIVE!!! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/12/2026 5:35,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0JEzS56uVx9zy5suJ2cQ9GU3jpo4msTYebKbQbr3TfKBuj1GBvN2YbgMS7eWkChvbl&id=61585109026232,0,0,Photos,,,,,Lifetime,129,68,13,11,1,1,,,,3,2,,1,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"BAKIT HINDI PWEDE LUMABAS NGAYON? 😤

ay oo nga pala… 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","BAKIT HINDI PWEDE LUMABAS NGAYON? 😤

ay oo nga pala… 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/13/2026 23:00,N/A,https://www.facebook.com/reel/3167987816739978/,0,0,Videos,,,,,Lifetime,264,212,9,8,1,0,1517.481,7.025,0,3,3,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Sa mga nagpaparinig ng flowers diyan oh! 💐

Ito na!!! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sa mga nagpaparinig ng flowers diyan oh! 💐

Ito na!!! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/14/2026 2:00,N/A,https://www.facebook.com/reel/2737495759946542/,0,0,Videos,,,,,Lifetime,72,53,4,3,1,0,205.79,3.487,0,1,1,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"Kakatapos lang makipag-date kasama ang aking... SARILI! 💁‍♀️

Catch me live sa COLOR GAME LIVE!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/14/2026 6:45,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0Tk4m8zwNLugEHfitNSaDkRmRGLBDEsAK2M31Tv39yLWXeLz2jBYCU18XCjiTHF94l&id=61585109026232,0,0,Photos,,,,,Lifetime,126,67,11,9,1,1,,,,7,2,,5,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/15/2026 1:02,N/A,https://www.facebook.com/reel/1157694239629233/,0,0,Videos,,,,,Lifetime,110,84,3,2,1,0,558.463,6.205,0,3,3,,,0,,0,0
1.22119E+17,6.15851E+13,Juankada Charm,"OOTD on a Sunday! 👚

Starting the week right with my Lucky Charms! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/15/2026 5:56,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02JVjWiUY1gyEjzFJPJHZyyGPqxKcYXFGi6HvTuuQMUc9uSJeuPaAe9HBo8FRFdTnsl&id=61585109026232,0,0,Photos,,,,,Lifetime,141,74,10,7,2,1,,,,4,3,,1,0,,,
1.22115E+17,6.15851E+13,Juankada Charm,"Basahin niyo yung POV, Lucky Charms!!! ✨

Be better everyday! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Basahin niyo yung POV, Lucky Charms!!! ✨

Be better everyday! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,1/31/2026 2:00,N/A,https://www.facebook.com/reel/881312228162226/,0,0,Videos,,,,,Lifetime,328,273,8,7,1,0,1965.365,7.388,0,3,3,,,0,,0,0
1.22111E+17,6.15857E+13,Juankada Ellise,"𝐈𝐟 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐡𝐚𝐝 𝐚 𝐜𝐨𝐥𝐨𝐫, 𝐈’𝐦 𝐰𝐞𝐚𝐫𝐢𝐧𝐠 𝐢𝐭 𝐰𝐢𝐭𝐡 𝐚 𝐬𝐦𝐢𝐥𝐞 😌❤️

#JuankadaEllise #foryourpage #reels #trending #Followme","𝐈𝐟 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐡𝐚𝐝 𝐚 𝐜𝐨𝐥𝐨𝐫, 𝐈’𝐦 𝐰𝐞𝐚𝐫𝐢𝐧𝐠 𝐢𝐭 𝐰𝐢𝐭𝐡 𝐚 𝐬𝐦𝐢𝐥𝐞 😌❤️

#JuankadaEllise #foryourpage #reels #trending #Followme",19,1/31/2026 2:00,N/A,https://www.facebook.com/reel/892347280055577/,1,0,Videos,,,,,Lifetime,185,134,18,17,1,0,1123.148,7.537,0,7,7,,,0,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"May lakad ka ba mamaya?
Puwede ka ba makasama sa paggagala?🎶

#JuankadaEllise #nadarang #shantidope #fyp","May lakad ka ba mamaya?
Puwede ka ba makasama sa paggagala?🎶

#JuankadaEllise #nadarang #shantidope #fyp",16,2/15/2026 19:30,mixed,https://www.facebook.com/reel/3134250490080731/,1,0,Videos,,,,,Lifetime,77,48,11,10,1,0,437.776,7.296,0,2,2,,,0,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Oh! edi umiyak ka!🥳

#JuankadaEllise #relate #topic #fyp","Oh! edi umiyak ka!🥳

#JuankadaEllise #relate #topic #fyp",12,2/15/2026 2:30,N/A,https://www.facebook.com/reel/1263924328969545/,1,0,Videos,,,,,Lifetime,136,98,16,15,1,0,627.382,5.755,0,1,1,,,0,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Who needs a spotlight when you glow naturally? 💡🔥

#JuankadaEllise #elevate #self #glow",,0,2/14/2026 19:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0wHNa3Dh4gFYsGKo1fKerqwcfHcXs7BjDY2UDcVStdNL93uuKxwBj3n3EpD2rDTAol&id=61585679673115,0,0,Photos,,,,,Lifetime,199,88,23,18,3,2,,,,5,3,,2,0,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"Sana walang SF pag dumating😖

#JuankadaEllise #valentinesday #funnyvideos #lmao","Sana walang SF pag dumating😖

#JuankadaEllise #valentinesday #funnyvideos #lmao",13,2/14/2026 6:17,N/A,https://www.facebook.com/reel/1234614771970208/,0,0,Videos,,,,,Lifetime,107,75,9,8,1,0,589.53,7.558,0,6,6,,,0,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Swerte mo kung...  aba! swerte ka talaga ayaw mo pa?!😆✨

#JuankadaELlise #kakaibabe #babe #valentinesday","Swerte mo kung...  aba! swerte ka talaga ayaw mo pa?!😆✨

#JuankadaELlise #kakaibabe #babe #valentinesday",16,2/14/2026 2:30,N/A,https://www.facebook.com/reel/1710188437032045/,1,0,Videos,,,,,Lifetime,121,69,17,14,3,0,782.925,8.999,0,6,6,,,0,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Boom! 💣 x50 hit! Sino next na swerte? Huwag maging tanga, subukan mo na! 🎰

#BigWinsOnly #Juan365 #JuankadaEllise",,0,2/13/2026 19:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02eB66QZGe5VLkAqZjFCPB57aehpCtoZwyydQFgFjJKJKyDtE29toyGWfz5SRVvfmkl&id=61585679673115,0,0,Photos,,,,,Lifetime,136,57,10,8,1,1,,,,2,2,,,0,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Can you teach me how to dougie? 🗣💯 

#JuankadaEllise #TeachMeHowToDougie #DougieChallenge #ThrowbackVibes #JuankadaGeoff","Can you teach me how to dougie? 🗣💯 

#JuankadaEllise #TeachMeHowToDougie #DougieChallenge #ThrowbackVibes #JuankadaGeoff",15,2/13/2026 2:30,mixed,https://www.facebook.com/reel/1219392010344129/,1,0,Videos,,,,,Lifetime,1166,373,32,21,2,9,5797.026,6.121,0,10,10,,,0,,0,0
