"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Matched Audience Targeting Consumption (Video Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122106521673185509,61585565286734,"JuanKada Star","With my bestie, like everything fun 🎶

TikTok muna with Juankada host Shann! Join the trend na rin, Star babies ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaShann","With my bestie, like everything fun 🎶

TikTok muna with Juankada host Shann! Join the trend na rin, Star babies ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaShann",21,"01/08/2026 22:00",mixed,https://www.facebook.com/reel/2629348157461898/,1,0,Videos,,,,,Lifetime,232,158,30,22,4,4,15,15,,,,1876.984,11.106,0,0,0
122106438099185509,61585565286734,"JuanKada Star","⭐️ 𝐒𝐭𝐚𝐫 𝐁𝐚𝐛𝐢𝐞𝐬! ⭐️
𝐎𝐌𝐆 𝐠𝐮𝐲𝐬… 𝐤𝐮𝐧𝐠 𝐤𝐚𝐦𝐢 𝐚𝐧𝐠 𝐬𝐞𝐚𝐭𝐦𝐚𝐭𝐞 𝐦𝐨, 𝐚𝐛𝐬𝐞𝐧𝐭 𝐤𝐚 𝐛𝐚? 😱
comment “𝐘𝐄𝐒” or “𝐍𝐎”! 👀💥

Live ang 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 till 5AM sa Juan365 app & website! 🎨",,0,"01/08/2026 11:30",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0H44MChKn1ZvitC3fWSxs2YZdfKsst7mg6Z2bFJu2SdBZPJXty4uD9bNeaRAZpWTzl,0,0,Photos,,,,,Lifetime,1735,669,52,41,4,7,154,59,95,,,,,,,
122106384687185509,61585565286734,"JuanKada Star","Star Babies! Kita-kits tayo mamaya sa LIVE ng Color Game from 10PM–6AM! ⭐️

See you there! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/08/2026 07:05",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02dQWV2siTVKVDpUJ8ut1UCsn3PHTqJh7xryPWBXdAsGwoPHkdWP5zmmy9vmRnwhvSl,0,0,Photos,,,,,Lifetime,1020,413,55,43,4,8,41,18,23,,,,,,,
122106340647185509,61585565286734,"JuanKada Star","Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,"01/08/2026 03:01",mixed,https://www.facebook.com/reel/852659351107222/,1,0,Videos,,,,,Lifetime,385,136,21,17,1,3,8,8,,,,1900.493,6.334,0,0,0
122106288531185509,61585565286734,"JuanKada Star","Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",25,"01/07/2026 22:00",mixed,https://www.facebook.com/reel/1196601555384497/,1,0,Videos,,,,,Lifetime,182,112,20,14,3,3,10,10,,,,1050.975,7.298,0,0,0
122106255501185509,61585565286734,"JuanKada Star","Follow Juan365 Studios for more updates ✨️⭐️🫰🫰",,0,"01/07/2026 17:00",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid04f23P6WXneFi9fQ5z5Fk85iG7NBhgK9QoW34P5ZerwDJpBtxSXkxasoZerjZDLMKl,0,1,Photos,,,,,Lifetime,154,71,7,7,0,0,8,7,1,,,,,,,
122106255369185509,61585565286734,"JuanKada Star","Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",29,"01/07/2026 17:00",mixed,https://www.facebook.com/reel/1636849521065349/,1,0,Videos,,,,,Lifetime,400,139,55,39,10,6,11,11,,,,2309.966,6.957,0,0,0
122106145635185509,61585565286734,"JuanKada Star","Eenie Meenie 🎶","You seem like the type to love ’em and leave ’e 🎶

Pero ako? Hindi ko kayo iiwan! Sama-sama tayo sa Color Game, kaya huwag palampasin ang saya!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies@",11,"01/07/2026 06:48",N/A,https://www.facebook.com/reel/1069929268595721/,0,0,Videos,,,,,Lifetime,256,184,25,21,1,3,11,11,,,,738.345,3.532,0,0,0
122106091275185509,61585565286734,"JuanKada Star","Me, myself and I 🫶","Learning to love myself more every day ✨

You should too, Star Babies!⭐

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",17,"01/07/2026 03:02",N/A,https://www.facebook.com/reel/1933268847286240/,0,0,Videos,,,,,Lifetime,615,224,67,57,4,6,12,12,,,,3040.116,6.02,0,0,0
122106077259185509,61585565286734,"JuanKada Star","Follow na Star babies ✨️⭐️🫶🫰",,0,"01/07/2026 01:27",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0QsPXnjb9qM9cfN1NZt5yuLiKNPTNKWJYmNpFdB1SWujRf86d2n6SWywuyK5SP9uil,0,1,Photos,,,,,Lifetime,148,77,7,5,0,2,1,1,,,,,,,,
122106002685185509,61585565286734,"JuanKada Star","Beautiful Girls ✨️🫶","Shoutout to all my beautiful girls out there! ✨

Keep shining, queens! 💫

Like, follow & drop a ""💖"" if you feel this!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",21,"01/06/2026 17:25",N/A,https://www.facebook.com/reel/1239649934250454/,0,0,Videos,,,,,Lifetime,469,293,29,23,2,4,7,7,,,,3359.075,9.382,0,0,0
122105889177185509,61585565286734,"JuanKada Star","Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",16,"01/06/2026 06:56",N/A,https://www.facebook.com/reel/1977967359601304/,0,0,Reels,,,,,Lifetime,3207,849,181,139,36,6,84,84,,,,22678.62,10.238,0,,0
122105844945185509,61585565286734,"JuanKada Star","Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,"01/06/2026 03:00",mixed,https://www.facebook.com/reel/1374712500328362/,1,0,Videos,,,,,Lifetime,553,269,17,13,1,3,17,17,,,,3668.119,9.704,0,0,0
122105792577185509,61585565286734,"JuanKada Star","Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",6,"01/05/2026 22:00",N/A,https://www.facebook.com/reel/1420020165786870/,1,0,Videos,,,,,Lifetime,505,246,16,14,0,2,6,6,,,,1528.579,5.27,0,0,0
122105765583185509,61585565286734,"JuanKada Star","Perfect talaga 🔥❤️",,0,"01/05/2026 18:51",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid033KUg5zVKczYYWvbaeE2WH4utQ7oVcDkeEvKeBENPceWxXnyBPPv2o5GwL21eHcSbl,0,1,Photos,,,,,Lifetime,249,110,9,5,1,3,2,1,1,,,,,,,
122105754789185509,61585565286734,"JuanKada Star","If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,"01/05/2026 17:00",mixed,https://www.facebook.com/reel/1373359894569140/,1,0,Videos,,,,,Lifetime,898,326,50,44,2,4,14,14,,,,3948.946,5.773,0,0,0
122105462469185509,61585565286734,"JuanKada Star","Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!","Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!",10,"01/04/2026 16:48",N/A,https://www.facebook.com/reel/1424385785877905/,0,0,Videos,,,,,Lifetime,323,201,11,11,0,0,2,2,,,,1262.003,5.027,0,0,0
122105452143185509,61585565286734,"JuanKada Star","Live now at 6am-2pm. See you Star Babies 🫶🫰❤️",,0,"01/04/2026 15:05",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid028Vv4DX2PA8xcJWuL4fTTwum5yDekjZ44hamRaokwSoqv68KnQyJrwMVuCLLthohel,0,1,Photos,,,,,Lifetime,282,128,11,10,1,0,13,4,9,,,,,,,
122105447139185509,61585565286734,"JuanKada Star",,,0,"01/04/2026 14:19",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02XW8qNkG6tQcUDuUcfRNhDaHZZ9SxYJoAxDJrtnoFtPfEYzxYBK1JMakMGx8UgneEl,0,1,Photos,,,,,Lifetime,168,92,6,6,0,0,0,,,,,,,,,
122105253903185509,61585565286734,"JuanKada Star","Star Babies! Sana nag-enjoy kayo sa Color Game Live kanina kasama sina JuankadaPapa Joe at Juankada Jedi! ✨

Masaya ba kayo habang naglaro? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/04/2026 02:00",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02D4Cp3D85em9WCVs3gEyQJ67t4kibwcJmKzMWch84g62iV9K3dnMBzW61dpoUyYW5l,0,0,Photos,,,,,Lifetime,425,176,14,12,1,1,21,8,13,,,,,,,
122105242689185509,61585565286734,"JuanKada Star",🔥,"Sino ba naman nga ang ’di mahuhumaling sa ganda ko at gaan sa loob, diba Star babies? ⭐

Heart react niyo nga 'to if you agree 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",21,"01/04/2026 01:04",N/A,https://www.facebook.com/reel/2058033188264950/,0,0,Videos,,,,,Lifetime,4057,704,230,201,20,9,58,58,,,,35350.774,13.601,0,0,0
122105234577185509,61585565286734,"JuanKada Star","Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",7,"01/04/2026 00:23",N/A,https://www.facebook.com/reel/821548457603598/,0,0,Videos,,,,,Lifetime,485,251,25,18,6,1,14,14,,,,1646.598,5.113,0,0,0
122105219841185509,61585565286734,"JuanKada Star","Iba ang saya at kulitan kapag kasama c Juankada Shann 😊🫶🫰❤️",,0,"01/03/2026 23:12",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02RfUVs3BtB9HB3hvapG8WmJKZSYjXAP1uTBUgeKkFipnWmEfPhoSLPZd8STrZjFaQl,0,1,Photos,,,,,Lifetime,211,115,8,8,0,0,8,1,7,,,,,,,
122105180325185509,61585565286734,"JuanKada Star",🫰🫶❤️,,0,"01/03/2026 19:09",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0mYdENELLGBxNiUVQqkhSXYjwnWcJivQzod2t6SYmqGTd2GY644P553a1zuavEigfl,0,1,Photos,,,,,Lifetime,168,98,6,6,0,0,3,1,2,,,,,,,
122105180277185509,61585565286734,"JuanKada Star",🫶🫰❤️,,0,"01/03/2026 19:09",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02nVSw4kK2sR3r7HU8ek9wmbUjiVT9TuZBcYkdgSav19NUqAzPRM3PY3vruqodTFM9l,0,1,Photos,,,,,Lifetime,167,99,7,6,0,1,4,3,1,,,,,,,
122105143581185509,61585565286734,"JuanKada Star","Set your alarms na para hindi mahuli sa fun! 🌟

What’s up, Star Babies?! 🎉 Color Game LIVE is on! 

Catch me 6AM–2PM for colors, fun, and prizes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/03/2026 14:35",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02d2T19Au5oEErFqmPmncrs97m3NfGKQgYoef8d64ehqb5ixrLtGwDUZXmHG7gvks1l,0,0,Photos,,,,,Lifetime,1135,512,33,29,0,4,46,16,30,,,,,,,
122104920183185509,61585565286734,"JuanKada Star","Pink mood, pretty vibe, confident heart 🌸

Sabay-sabay tayong mag-glow, Star Babies! ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 23:36",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02SCGjpC2KyQ3f7tKvfiDCGE5EATfzy94rXE358AVcAZzJVqu6qUt8CnPU3PN4et4Hl,0,0,Photos,,,,,Lifetime,429,161,37,27,7,3,40,15,25,,,,,,,
122104886637185509,61585565286734,"JuanKada Star",⭐️,"Serving looks, serving energy, and maybe stealing your attention too! 🥰

Strong, fearless, unstoppable — that’s how we do it, Star Babies! Own your power every single day ⭐️🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,"01/02/2026 20:07",N/A,https://www.facebook.com/reel/1574867356880699/,0,0,Videos,,,,,Lifetime,489,218,27,23,1,3,7,7,,,,1601.985,3.832,0,0,0
122104867689185509,61585565286734,"JuanKada Star","JuanKada Star updated their cover photo.",,0,"01/02/2026 18:38",N/A,https://www.facebook.com/photo.php?fbid=122104867689185509&set=a.122101646277185509&type=3,0,0,Photos,,,,,Lifetime,668,314,25,23,1,1,1,1,,,,,,,,
122104826343185509,61585565286734,"JuanKada Star","Star Babies! Abangan niyo ako sa Color Game from 6AM–2PM! ⭐️✨ 

Marami pang shining moments ang mangyayari kaya stay tuned! 😎

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 14:17",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0e1g9mMe3rWvRDtQVDevJjkT3fjL6FHtF88PeMj2NFfAZfU4DA7HuJLG4eGivsdool,0,0,Photos,,,,,Lifetime,609,303,18,16,0,2,20,8,12,,,,,,,
122104633419185509,61585565286734,"JuanKada Star","Salamat sa lahat ng sumama sa amin nina Juankada Alexchoozy, at Juankada Papa Joe sa live kanina! 😎

Nag-enjoy ba kayo, Star Babies? 🌟 Abangan niyo lang kami palagi sa Color Game para sa mas maraming fun, tawa, at syempre surpresa pa rin sa inyo!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 02:11",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0vNAZRXWgk65gYwLPSJLfXDBLsDW3JmyBXid5mR1ToB8GYvUP9dh17JGUxyjZsMajl,0,0,Photos,,,,,Lifetime,392,182,21,18,2,1,31,20,11,,,,,,,
