Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Negative feedback from users: Hide all,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/12/2026 20:21,N/A,https://www.facebook.com/reel/1590438222291331/,0,0,Videos,,,,,Lifetime,2124,707,145,127,13,5,,61,,61,,12490.707,7.811,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Attention, Kikays! 🚨

Color Game na! 🕕 6AM–2PM

Exclusive fun, exciting prizes, at good vibes lang! See you!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/12/2026 17:56,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid023gnCRZEkA9o6XFtHD384hDXZfmUdwT9shXqC64FrAnVssGfk5XpEcsxRvz4oUExSl,0,0,Photos,,,,,Lifetime,3921,1537,134,96,19,19,,112,35,77,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Drop a “💖” if you’re choosing confidence today, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Drop a “💖” if you’re choosing confidence today, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",24,1/11/2026 22:02,N/A,https://www.facebook.com/reel/1969683400262042/,0,0,Videos,,,,,Lifetime,3259,1081,141,113,23,5,,80,,80,,27208.811,11.341,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"CATCH ME LIVE NOW, Kikays! 

Kasama sina Juankada Charm, Lance & Ellise 🌸

Don’t miss the fun! See you sa live!🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays #JuankadaLance #JuankadaCharm #JuankadaEllise",,0,1/11/2026 18:11,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid032JqYBDWezzcXJLgVm4gbEBuGy4cFyo4hKsxVn2Q3f7ErpXq5fAxVTwbjhRDzbwb1l,0,0,Photos,,,,,Lifetime,984,384,38,25,10,3,,52,42,10,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Hindi niyo mapipigil ‘yon… at alam niyo ‘yon, sa akin pa rin kayo uuwi..

Talagang dito lang kayo uuwi sa’kin, Kikays! Sama sama tayo palagi sa Color Game😘🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Hindi niyo mapipigil ‘yon… at alam niyo ‘yon, sa akin pa rin kayo uuwi..

Talagang dito lang kayo uuwi sa’kin, Kikays! Sama sama tayo palagi sa Color Game😘🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/10/2026 21:05,N/A,https://www.facebook.com/reel/4032273647064179/,0,0,Videos,,,,,Lifetime,3938,855,172,149,17,6,,100,,100,,27773.392,11.012,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Slayin’ in shades of orange 🍊

Kamusta Kikays? How’s your 2026 so far? 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/10/2026 18:21,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0EZMseDchqWdkai6Kb6H42XHmzxAgShVU1jzB5MsAkx3i6ed4WssLX5ZS92mifM39l,0,0,Photos,,,,,Lifetime,3642,1343,64,59,4,1,,299,222,77,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,1/9/2026 22:29,mixed,https://www.facebook.com/reel/25348380054804394/,0,0,Videos,,,,,Lifetime,2092,639,80,64,14,2,,44,,44,,9703.791,6.309,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Feeling fierce in maroon 🍷✨

Catch me live, Kikays! Naka-tune in na ba kayo?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/9/2026 20:37,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0eKvJnVdpeWRXjJCR1HNVF97eKEhardmPjUjw4iixZVxUsp8RUXoyytDavWNf88hMl,0,0,Photos,,,,,Lifetime,2388,982,35,30,4,1,,89,63,26,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🫶🏻🫶🏻,,0,1/9/2026 2:26,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid033UL4kTwNjV7pPa9juHTUiTxkwgWByt8y3J1dSTMRst1WmgWbHA18sAJsuf9E3SEvl,0,1,Photos,,,,,Lifetime,585,281,8,6,2,0,,14,3,5,6,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",27,1/8/2026 23:07,N/A,https://www.facebook.com/reel/1205261424435257/,0,0,Videos,,,,,Lifetime,2095,646,79,64,10,5,,43,,43,,16226.364,9.478,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, Kamusta kayo? 🌸

Join na sa Color Game, pumili ng tamang kulay at ipakita ang inyong Kikay power! 💅💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",,0,1/8/2026 19:49,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0jrjWTP3VmJPh2JQ5jUgVBqhrkrtRipkXhkZEpu1fTaPXHQz71HgE9JVkuZMvLyUl,0,0,Photos,,,,,Lifetime,3060,1198,63,47,14,2,,264,141,123,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,Juankada Alexchoozy Juankada host Drae,,0,1/8/2026 15:17,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02mEiiD4cYL6VDJE9KnFy7TKoEziQV2CqNp8Subsc7mNaUfMv7XDGAUmXMBcqqWA7Wl,0,1,Photos,,,,,Lifetime,576,269,20,13,6,1,,36,21,15,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🤗,,0,1/7/2026 23:14,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02a4tHybtMQMQ1oYsrZCP5qaD25Y54yZg6PY1zmrwH2r4tz48s8zCSc1yKBEBP9VDdl,0,1,Text,,,,,Lifetime,,254,17,13,4,0,,16,,16,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",14,1/7/2026 20:51,N/A,https://www.facebook.com/reel/1538065327450829/,0,0,Videos,,,,,Lifetime,1485,495,70,52,16,2,,34,,34,,8610.255,7.792,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",36,1/6/2026 22:35,N/A,https://www.facebook.com/reel/894560389655814/,0,0,Videos,,,,,Lifetime,2830,852,134,118,12,4,,107,,107,,32632.699,14.975,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/6/2026 2:55,N/A,https://www.facebook.com/reel/1217464026992525/,0,0,Videos,,,,,Lifetime,1539,538,61,48,9,4,,49,,49,,8354.705,6.927,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Still me, just in different moods ✨

How’s your year so far, Kikays? So far so good? Drop a “💖” if yes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/6/2026 0:13,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02vXLvCcy13kB5p9tUWMbjqrdDKmJam1PF3736T1SmDLXPWQxnUHQQ13swajea6g66l,0,0,Photos,,,,,Lifetime,2153,969,34,31,1,2,,121,87,34,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/5/2026 4:15,N/A,https://www.facebook.com/reel/4167437183516019/,0,0,Videos,,,,,Lifetime,2408,809,75,69,2,4,,45,,45,,15093.588,8.455,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Heads up, Kikays! 👀 

Live na ako now until 10PM!

Stay tuned and samahan ako sa saya! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/5/2026 0:21,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0fMYkMv5fhEiTnvpTZVWi9bFddCzNCj6h17F71mVjFvj8K7PnVFEomstdUFKxgkpFl,0,0,Photos,,,,,Lifetime,2942,1227,68,61,4,3,,166,74,92,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/3/2026 23:21,N/A,https://www.facebook.com/reel/862805923201086/,0,0,Videos,,,,,Lifetime,1891,658,91,75,15,1,,40,,40,,10287.418,6.922,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"LIVE na ako, Kikays! 🌸

Watch me NOW para good vibes from afternoon hanggang gabi niyo ✨

Hihintayin ko kayo sa live ha! 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/2/2026 23:44,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0oVZ8H5ghx4MyXmXppN2ZyahnNQeReyaoFeG7q4p1SaTDbSZo56MUBvNfUGRf3nx4l,0,0,Photos,,,,,Lifetime,2656,995,73,55,13,5,,104,28,76,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay updated their cover photo.,,0,1/2/2026 18:39,N/A,https://www.facebook.com/photo.php?fbid=122184669344383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,2,1,19,17,1,1,,0,,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni Juankada Lance sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni @[61584243275518:2048:Juankada Lance] sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",15,1/1/2026 20:14,N/A,https://www.facebook.com/reel/856971900558109/,0,0,Videos,,,,,Lifetime,2971,1124,57,53,1,3,,53,,53,,20838.515,9.467,0,0,0,
1.22184E+17,6.15615E+13,JUANKada Host Ikay,"A year older today! 🎉

Thankful for all the blessings, the lessons, and every little moment that made me stronger.

Super grateful din sa inyo, Kikays — salamat sa love, support, at kulitan everyday! 🥰

To more smiles, wins, and good vibes ahead. Manifesting happier days and new beginnings! ✨

Comment “🎂” to wish me a happy birthday!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","A year older today! 🎉

Thankful for all the blessings, the lessons, and every little moment that made me stronger.

Super grateful din sa inyo, Kikays — salamat sa love, support, at kulitan everyday! 🥰

To more smiles, wins, and good vibes ahead. Manifesting happier days and new beginnings! ✨

Comment “🎂” to wish me a happy birthday!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",18,12/31/2025 23:22,N/A,https://www.facebook.com/reel/1549172982956367/,0,0,Videos,,,,,Lifetime,2248,662,86,81,3,2,,26,,26,,19733.647,12.521,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕𝒔 𝑵𝒆𝒘 𝒀𝒆𝒂𝒓’𝒔 𝑹𝒆𝒔𝒐𝒍𝒖𝒕𝒊𝒐𝒏𝒔 (𝑷𝒂𝒓𝒕 𝑰𝑰)✨,"EP4: 𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕𝒔 𝑵𝒆𝒘 𝒀𝒆𝒂𝒓’𝒔 𝑹𝒆𝒔𝒐𝒍𝒖𝒕𝒊𝒐𝒏𝒔 (𝑷𝒂𝒓𝒕 𝑰𝑰)✨

Mga Ka-Chooziness, ano ang New Year’s resolution mo this 2026? 📝
Comment below 💬 and let’s inspire each other!

#NewYearNewGoals #EP4 #JuankadaVibes #Juan365Studios #Juan365 #JuankadaHosts #KaChooziness",168,12/31/2025 2:00,N/A,https://www.facebook.com/reel/25657644713929795/,0,0,Videos,,,,,Lifetime,195,105,18,15,3,0,,6,,6,,1933.564,12.637,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,"𝐆𝐨𝐨𝐝 𝐝𝐚𝐲, 𝐂𝐡𝐨𝐨𝐳𝐞𝐫𝐬! 🌈","𝐆𝐨𝐨𝐝 𝐝𝐚𝐲, 𝐂𝐡𝐨𝐨𝐳𝐞𝐫𝐬! 🌈

Welcome to Color Game Live here at Juan365! 🎨✨

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",57,1/18/2026 22:54,N/A,https://www.facebook.com/reel/2157289804808668/,0,0,Videos,,,,,Lifetime,188,88,23,17,4,2,,9,,9,,1596.849,11.655,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,𝐁𝐢𝐭𝐢𝐧?🤭,"𝐁𝐢𝐭𝐢𝐧?🤭

Watch us in Color Game Live sa Juan365! 🎨

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy #Bitin #JuankadaLigaya #JuankadaGeoff @JuankadaZia",9,1/18/2026 17:17,N/A,https://www.facebook.com/reel/1441292964293236/,0,0,Videos,,,,,Lifetime,308,152,24,17,7,0,,19,,19,,1279.726,6.771,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,"𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂, let’s start our Monday with a Bang! Join us Morning Shift from 6am to 2pm only here in 𝑪𝒐𝒍𝒐𝒓𝒈𝒂𝒎𝒆 𝑳𝒊𝒗𝒆 exclusively on 𝑱𝒖𝒂𝒏365.

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,1/18/2026 15:36,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0TXbkQCELSpFWmLcL1dXYdatYpDrZXHTs6q1jzhbwPghbvvJ1kADGqL7TwUTSc4o2l,0,0,Photos,,,,,Lifetime,453,211,15,11,2,2,,27,15,12,,,,,,,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,𝗣𝗮𝗻𝗴𝗮𝗿𝗮𝗽 𝗸𝗼 𝗮𝗻𝗴 𝗜𝗯𝗶𝗴𝗶𝗻 𝗞𝗮 🥰,"𝗣𝗮𝗻𝗴𝗮𝗿𝗮𝗽 𝗸𝗼 𝗮𝗻𝗴 𝗜𝗯𝗶𝗴𝗶𝗻 𝗞𝗮 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy #PangarapKo",271,1/17/2026 20:11,N/A,https://www.facebook.com/reel/869440032668367/,0,0,Videos,,,,,Lifetime,258,150,33,22,7,4,,17,,17,,3056.872,14.984,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,𝐍𝐚𝐬𝐚𝐤𝐬𝐢𝐡𝐚𝐧 𝐧𝐲𝐨 𝐚𝐧𝐠 𝐢𝐛𝐚𝐧𝐠 𝐤𝐚𝐫𝐚𝐤𝐭𝐞𝐫 𝐤𝐨 𝐤𝐚𝐧𝐢𝐧𝐚🤣,"𝐍𝐚𝐬𝐚𝐤𝐬𝐢𝐡𝐚𝐧 𝐧𝐲𝐨 𝐚𝐧𝐠 𝐢𝐛𝐚𝐧𝐠 𝐤𝐚𝐫𝐚𝐤𝐭𝐞𝐫 𝐤𝐨 𝐤𝐚𝐧𝐢𝐧𝐚🤣

Thank you Choozers for today! See you on Monday! 🖤

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",19,1/17/2026 0:00,N/A,https://www.facebook.com/reel/4243384862543513/,0,0,Videos,,,,,Lifetime,273,184,63,30,29,4,,19,,19,,1520.166,7.204,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,Araw Gabi nasa isip ka 🥰,"Can i come with you tonight? 😜 Pang-gabi lang ba ako? 💦

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",16,1/16/2026 16:00,N/A,https://www.facebook.com/reel/1194589518976886/,0,0,Videos,,,,,Lifetime,325,228,60,31,26,3,,15,,15,,1950.396,8.299,0,0,0,
1.22113E+17,6.15843E+13,Juankada Alexchoozy,"𝑩𝒍𝒂𝒄𝒌 𝒊𝒔 🖤

Come and join us tonight as we color the night! Chill, Relax and let’s play Choozers it’s Freaking Friday Night at Juan365 Colorgame Live!

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,1/16/2026 7:39,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02rtgFLSSePL47sy69SFa6u2YpC1H71SLx8mTSNuSiSk6o7uWwneveECPXGoYNeHqdl,0,0,Photos,,,,,Lifetime,902,361,88,50,31,7,1,31,10,21,,,,,,,
