Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Link Clicks,Negative feedback from users: Hide all,Matched Audience Targeting Consumption (Video Click)
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐆𝐮𝐬𝐭𝐨 𝐚𝐰𝐚𝐲!! 𝐊𝐚𝐢𝐧 𝐚𝐲𝐚𝐰? Aba, all in sa saya! 🎉","𝐆𝐮𝐬𝐭𝐨 𝐚𝐰𝐚𝐲!! 𝐊𝐚𝐢𝐧 𝐚𝐲𝐚𝐰? Aba, all in sa saya! 🎉

Tara na, Ka-Chooziness, mag-enjoy tayo! 🧡💙

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #MakulayNaSaya #FunMode",29,1/4/2026 2:00,N/A,https://www.facebook.com/reel/2231752854250733/,0,0,Videos,,,,,Lifetime,224,157,30,24,6,0,20,,20,0,1382.402,7.99,0,0,0,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐋𝐞𝐭’𝐬 𝐝𝐚𝐧𝐜𝐞 𝐚𝐧𝐝 𝐞𝐧𝐣𝐨𝐲, 𝐊𝐚-𝐂𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬𝐬","𝐋𝐞𝐭’𝐬 𝐝𝐚𝐧𝐜𝐞 𝐚𝐧𝐝 𝐞𝐧𝐣𝐨𝐲, 𝐊𝐚-𝐂𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬𝐬!

Hit ❤️ kung ready ka na sa good vibes! ✨

 #JuankadaVibes #GoodVibesOnly #FeelTheVibes #DanceMode #JuankadaAlexchoozy #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",15,1/3/2026 23:04,N/A,https://www.facebook.com/reel/1531720057942254/,0,0,Videos,,,,,Lifetime,342,235,23,20,3,0,31,,31,0,2082.351,8.329,0,0,0,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝑺𝑼𝑵𝑫𝑨𝒀 𝒊𝒔 💚,"𝑺𝑼𝑵𝑫𝑨𝒀 𝒊𝒔 💚

Let’s make our SUNDAY a fruitful JUAN! Inhale, exhale at bukas, BACK to WORK na! Kayod na tayo ulit! See you tom mga ka-chooziness! All in JUAN sa SAYA ang everyJUAN! 🥰

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",34,1/3/2026 19:16,N/A,https://www.facebook.com/reel/1882152469077005/,0,0,Videos,,,,,Lifetime,130,99,12,12,0,0,5,,5,0,668.364,5.914,0,0,0,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,COLORGAME ❤️💚🩷🤍💙💛,"Ka-chooziness! It’s a COLORFUL SUNDAY! Ano sa tingen mo ang KULAY that best describes you? Pakulitan tayo ng sagot!

TARA! Magtawanan tayo 🤣

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",36,1/3/2026 16:00,N/A,https://www.facebook.com/reel/1359256842547950/,0,0,Videos,,,,,Lifetime,135,96,14,13,0,1,4,,4,0,672.385,5.95,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Ka-Chooziness! 6 colors, 1 choice anong trip mo ngayon?

Alin sa kulay ang swak sa feelings mo tonight? I-Comment na yan at piliin natin ang pinaka nakakatawang sagot o hugot? 🤣

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #ColorTrip #PinakaNakakatawa #CommentGame #FunVibes #TrendingNow",,0,1/3/2026 6:19,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid05hs88vCpnrgog9pUcYgSnYZqHqyTKQqNjHCfaoXv5934sUwPAk5i9hopL5JQye6dl,0,0,Photos,,,,,Lifetime,525,242,22,17,2,3,13,11,2,0,,,,,,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,NANDITO AKO 🥰,"“Ngunit ganun pa man, nais kong malaman mo, Ang puso kong ito’y para lang sayo”

Sabado-Oke tayo Juankada, sa Lunes, kakantahan ko ulit kayo. Miss you all 🥰

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",41,1/3/2026 0:31,N/A,https://www.facebook.com/reel/1446191056864412/,0,0,Videos,,,,,Lifetime,233,159,20,17,2,1,5,,5,0,1505.749,8.365,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Hi Juankada, today is my restday pero di tayo titigil to give FUN and SHARE our Talent to everyJUAN. Sharing you some clips from my Hosting Gig. See you all on Monday 🥰 

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes","Hi Juankada, today is my restday pero di tayo titigil to give FUN and SHARE our Talent to everyJUAN. Sharing you some clips from my Hosting Gig. See you all on Monday 🥰 

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",78,1/2/2026 18:50,N/A,https://www.facebook.com/reel/962830533003582/,0,0,Videos,,,,,Lifetime,226,138,32,22,9,1,8,,8,0,1936.552,10.64,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,Juankada Alexchoozy updated his cover photo.,,0,1/2/2026 18:39,N/A,https://www.facebook.com/photo.php?fbid=122110408779144249&set=a.122095215045144249&type=3,0,0,Photos,,,,,Lifetime,2,1,26,24,2,0,0,,,0,,,,,,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"𝗙𝗶𝗿𝘀𝘁 𝗧𝗚𝗜𝗙 𝗳𝗼𝗿 𝟮𝟬𝟮𝟲! Let’s make this day 𝐂𝐎𝐋𝐎𝐑𝐅𝐔𝐋 and 𝐖𝐎𝐍𝐃𝐄𝐑𝐅𝐔𝐋 🥰🌈

Catch me here in 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 from 6AM–2PM! See you, mga Ka-Chooziness 🧡💙

#TGIF2026 #ColorGameLive #Juan365PH #KaChooziness #JuankadaVibes #ColorfulDay #AllInJuanLive #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness","𝗙𝗶𝗿𝘀𝘁 𝗧𝗚𝗜𝗙 𝗳𝗼𝗿 𝟮𝟬𝟮𝟲! Let’s make this day 𝐂𝐎𝐋𝐎𝐑𝐅𝐔𝐋 and 𝐖𝐎𝐍𝐃𝐄𝐑𝐅𝐔𝐋 🥰🌈

Catch me here in 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 from 6AM–2PM! See you, mga Ka-Chooziness 🧡💙

#TGIF2026 #ColorGameLive #Juan365PH #KaChooziness #JuankadaVibes #ColorfulDay #AllInJuanLive #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness",29,1/1/2026 20:01,N/A,https://www.facebook.com/reel/1170557828398733/,0,0,Videos,,,,,Lifetime,186,135,11,11,0,0,5,,5,0,927.431,6.022,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Muli nating balikan ang makulay at masayang 𝑪𝒐𝒍𝒐𝒓 𝑮𝒂𝒎𝒆 kahapon! Isang solid na simula para sa unang araw ng 2026. Salamat Juankada sa walang kupas na saya at energy! 💖🔥

Comment kung nanuod ka | ❤️ React kung ready ulit!

#Juan365PH #ColorGame #JuankadaVibes #2026Start #AllInJuanLive #ColorfulDay #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness","Muli nating balikan ang makulay at masayang 𝑪𝒐𝒍𝒐𝒓 𝑮𝒂𝒎𝒆 kahapon! Isang solid na simula para sa unang araw ng 2026. Salamat Juankada sa walang kupas na saya at energy! 💖🔥

Comment kung nanuod ka | ❤️ React kung ready ulit!

#Juan365PH #ColorGame #JuankadaVibes #2026Start #AllInJuanLive #ColorfulDay #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness",55,1/1/2026 18:40,N/A,https://www.facebook.com/reel/2236221213568818/,0,0,Videos,,,,,Lifetime,184,119,13,12,0,1,3,,3,0,1189.844,7.578,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"𝐉𝐮𝐚𝐧𝟑𝟔𝟓 : 𝟏𝐬𝐭 𝐝𝐚𝐲 𝐨𝐟 𝟑𝟔𝟓 𝐝𝐚𝐲𝐬 (𝟏/𝟑𝟔𝟓)

Mga juankada at ka-chooziness! Sabay-sabay nating simulan paikutin ang ating kapalaran. Let’s start 2026 with full of Fun, Excitement and Good Vibes! 😎 

👉 Let’s make our lives 𝑪𝑶𝑳𝑶𝑹𝑭𝑼𝑳. 𝑫𝒐𝒖𝒃𝒍𝒆 𝒕𝒉𝒆 𝑭𝒖𝒏, 𝑻𝒓𝒊𝒑𝒍𝒆 𝒕𝒉𝒆 𝑬𝒙𝒄𝒊𝒕𝒆𝒎𝒆𝒏𝒕 with 𝑪𝑶𝑳𝑶𝑹𝑮𝑨𝑴𝑬 𝑳𝑰𝑽𝑬 only in 𝑱𝑼𝑨𝑵365.

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness! #1of365 #NewBeginnings #GoodVibesOnly #DayOne #FreshStart #TrendingNow",,0,12/31/2025 21:06,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0pi7c1ebXpimrhQyPyZAHjwBgZepa7AHXTP3Dp8FChw3rjmP5eqtJTXUc97jNoxYGl,0,0,Photos,,,,,Lifetime,1098,426,24,22,1,1,11,1,10,0,,,,,,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,HAPPY NEW YEAR! WELCOME 2026!,"From your @[61584327477246:2048:Juankada Alexchoozy], mga Ka-Chooziness, Happy, Happy New Year! 🎉🥂 HELLO 2026! 

Follow me for more saya and good vibes this year! ❤️💙

#KaChooziness #Juankada #HappyNewYear #NewYearVibes #GoodVibesOnly #NewYearNewGoals #JuankadaVibes #GoalSetter #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy",53,12/31/2025 8:30,N/A,https://www.facebook.com/reel/2047573482733049/,0,0,Videos,,,,,Lifetime,202,146,19,19,0,0,9,,9,0,1752.577,10.885,0,0,0,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕𝒔 𝑵𝒆𝒘 𝒀𝒆𝒂𝒓’𝒔 𝑹𝒆𝒔𝒐𝒍𝒖𝒕𝒊𝒐𝒏𝒔 (𝑷𝒂𝒓𝒕 𝑰𝑰)✨,"EP4: 𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕𝒔 𝑵𝒆𝒘 𝒀𝒆𝒂𝒓’𝒔 𝑹𝒆𝒔𝒐𝒍𝒖𝒕𝒊𝒐𝒏𝒔 (𝑷𝒂𝒓𝒕 𝑰𝑰)✨

Mga Ka-Chooziness, ano ang New Year’s resolution mo this 2026? 📝
Comment below 💬 and let’s inspire each other!

#NewYearNewGoals #EP4 #JuankadaVibes #Juan365Studios #Juan365 #JuankadaHosts #KaChooziness",168,12/31/2025 2:00,N/A,https://www.facebook.com/reel/25657644713929795/,0,0,Videos,,,,,Lifetime,197,106,18,15,3,0,6,,6,0,1936.147,12.491,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Hello, my Lucky Charms! ✨

Handa na ba kayo salubungin ang new year with unlimited swerte? I got you because your Lucky Charm is always present! 😘

Live na tayo! Now na sa Color Game Live ng Juan365 Studios! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,12/31/2025 5:37,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02TRPFzJJY63ANXT886U6DrbpoYufdxjqXLMWri6d9wVCfCinJX5FB2rJaYfZWtoXvl&id=61585109026232,0,0,Photos,,,,,Lifetime,165,61,12,10,1,1,15,8,7,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Happy New Year, Lucky Charms! 🎆

Mas maraming panalo, mas maraming blessings, at mas makukulay na saya ngayong taon! 🥳

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame",,0,12/31/2025 22:14,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0dpLMvT6R3kwfS1FvFGU9Q8zsdgpPmuekfaKT6t5t1N2aoQbsGfvuufgTrHkv2Luwl&id=61585109026232,0,1,Videos,,,,,Lifetime,40,30,4,4,0,0,0,,,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,12/31/2025 23:30,N/A,https://www.facebook.com/reel/1183243957330066/,0,0,Videos,,,,,Lifetime,116,40,9,9,0,0,2,,2,0,374.817,3.945,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,1/1/2026 2:30,N/A,https://www.facebook.com/reel/877055318037017/,0,0,Videos,,,,,Lifetime,68,45,7,6,1,0,3,,3,0,180.876,3.288,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"✨ Hi Lucky Charms! ✨

I’m with Juankada Lance and Juankada Evo 😎
Samahan niyo kami mag-LIVE sa JUAN365 App & Website 🔥
1/365: The First Step!

Juankada, ready na ba kayo sa journey? 😎
Comment ""Ready"" ❤

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,1/1/2026 6:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid024T8X9xHruUUaDWXxMz7x1FF7Zhh4Zy6wdWAiRsTKJnWdwaXSS1R7rk3fpMrAvShGl&id=61585109026232,0,0,Photos,,,,,Lifetime,844,335,58,55,0,3,27,15,12,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Hi Lucky Charms! ✨

Fit check muna tayo  magbigay ng unlimited lucky charms sainyo! 😘

Kita-kits tayo later sa Color Game Live ng Juan365 Studios! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,1/1/2026 9:40,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02gHwjQW2nameaqX48hrpdeqwN2EymX3Qg9AostW4uRVjuCyZFMH5LKqmFX6P4DQ7Tl&id=61585109026232,0,0,Photos,,,,,Lifetime,158,57,9,8,0,1,4,2,2,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"✨ Your Lucky Charm is working!✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,1/1/2026 17:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0N4nsKu6ZPzRuginPXB3MGu759ywfcUuAn3FHsRqAAWFV76pfMSqSvg36eVjjsWMal&id=61585109026232,0,1,Text,,,,,Lifetime,44,45,5,5,0,0,11,,11,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Trying something new para sa salubong ng 2026! 🥶

Bagay ba ang ganitong OOTD para sainyong Lucky Charm? 

Comment your thoughts Juankada! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hi Lucky Charms!✨

Trying something new para sa salubong ng 2026! 🥶

Bagay ba ang ganitong OOTD para sainyong Lucky Charm? 

Comment your thoughts Juankada! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,1/1/2026 20:00,N/A,https://www.facebook.com/reel/865463389225843/,0,0,Videos,,,,,Lifetime,202,135,12,11,1,0,4,,4,0,736.932,4.466,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"✨Lucky Charms!✨

Focus sa goal ngayong 2026, pero hindi masamang maging crush ng bayan on the side, charot! 😘

Drop a ""💖"" para sa ating new goals and missions this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

Focus sa goal ngayong 2026, pero hindi masamang maging crush ng bayan on the side, charot! 😘

Drop a ""💖"" para sa ating new goals and missions this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/2/2026 0:31,N/A,https://www.facebook.com/reel/1171128538522846/,0,0,Videos,,,,,Lifetime,151,87,13,11,1,1,6,,6,0,742.678,6.631,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

BTS natin from last night: Awra muna before live natin kagabi 😘

Gusto niyo pa ba makakita ng other BTS content natin? Let me know! 🤔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hi Lucky Charms!✨

BTS natin from last night: Awra muna before live natin kagabi 😘

Gusto niyo pa ba makakita ng other BTS content natin? Let me know! 🤔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/2/2026 22:47,N/A,https://www.facebook.com/reel/1593284341866766/,0,0,Videos,,,,,Lifetime,194,114,17,12,5,0,7,,7,0,1091.318,8.205,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",6,1/3/2026 6:18,N/A,https://www.facebook.com/reel/1401228511395702/,0,0,Videos,,,,,Lifetime,152,88,12,9,2,1,1,,1,0,407.7,4.118,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/3/2026 20:30,N/A,https://www.facebook.com/reel/889989420197082/,0,0,Videos,,,,,Lifetime,97,65,12,11,1,0,1,,1,0,316.712,4.338,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,1/4/2026 0:30,N/A,https://www.facebook.com/reel/1933472250622659/,0,0,Videos,,,,,Lifetime,267,108,32,25,6,1,16,,16,0,1340.745,9.183,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Handa na ba kayo sa isa nanamang unlimited bigayan ng swerte?

Samahan niyo kami sa ating Color Game Live ngayon na! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,1/4/2026 22:50,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02PkeGHW5Zd5cmWxQu7t4CCWd4PcxbCja1nmFkRZcA6ER6WZbC4W2YrUeCxVNn5nnBl&id=61585109026232,0,0,Photos,,,,,Lifetime,1260,564,96,64,18,14,26,7,19,0,,,,,,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Missed you guys over the weekend! 😘

Nakapanood ba ang lahat sa live natin kahapon? Drop a ""❤️"" naman if yes!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hi Lucky Charms!✨

Missed you guys over the weekend! 😘

Nakapanood ba ang lahat sa live natin kahapon? Drop a ""❤️"" naman if yes!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/5/2026 20:30,N/A,https://www.facebook.com/reel/958302457359826/,0,0,Videos,,,,,Lifetime,64,43,7,6,1,0,1,,1,0,321.621,6.432,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

We're live later sa Color Game Live ng Juan365 Studios! 2PM - 10PM 😘

Kita-kits tayo, Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,1/5/2026 22:36,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02qkQ3HXx4h8TefcSC3x1sRCp1uyruJZyGCmYVQYUkxBxYvBBTr3gf5dAv9Bex4XUSl&id=61585109026232,0,0,Photos,,,,,Lifetime,165,70,11,9,1,1,6,4,2,0,,,,,,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Lucky Charms!✨

BTS: Before live natin kahapon. Pakitaan ko muna kayo ng hidden talent ko 💃

Anong dance trend naman next?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

BTS: Before live natin kahapon. Pakitaan ko muna kayo ng hidden talent ko 💃

Anong dance trend naman next?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/6/2026 2:00,N/A,https://www.facebook.com/reel/891342876918947/,0,0,Videos,,,,,Lifetime,141,82,24,18,5,1,8,,8,0,659.521,6.163,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"""Your world is my world"" 🌎

✨Tapusin niyo yung video para sa small surprise for my Lucky Charms 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","""Your world is my world"" 🌎

✨Tapusin niyo yung video para sa small surprise for my Lucky Charms 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,1/6/2026 20:30,N/A,https://www.facebook.com/reel/1973032816977627/,0,0,Videos,,,,,Lifetime,193,78,13,9,2,2,3,,3,0,667.435,4.42,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Another BTS content for my Lucky Charms✨

Short talent portion again from me to you! 

What dance-craze next? 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Another BTS content for my Lucky Charms✨

Short talent portion again from me to you! 

What dance-craze next? 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,1/7/2026 0:30,N/A,https://www.facebook.com/reel/805002865919303/,0,0,Videos,,,,,Lifetime,192,68,23,19,2,2,9,,9,0,800.169,6.251,0,0,0,,,
1.22108E+17,6.15851E+13,Juankada Charm,"✨Lucky Charms, What you doin'? Where you at? ✨

Dapat nanonood kayo ng live ah! 

Drop sa comments section kung saan kayo nanonood ngayon! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms, What you doin'? Where you at? ✨

Dapat nanonood kayo ng live ah! 

Drop sa comments section kung saan kayo nanonood ngayon! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",13,1/7/2026 5:00,N/A,https://www.facebook.com/reel/1535347794244781/,0,0,Videos,,,,,Lifetime,120,65,17,12,3,2,2,,2,0,348.139,3.413,0,0,0,,,
1.22109E+17,6.15851E+13,Juankada Charm,"✨Dance with me Lucky Charms!✨

Drop your suggestions sa next dance-craze natin! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Dance with me Lucky Charms!✨

Drop your suggestions sa next dance-craze natin! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,1/7/2026 20:30,N/A,https://www.facebook.com/reel/1567416104410619/,0,0,Videos,,,,,Lifetime,234,87,24,17,4,3,7,,7,0,912.778,5.042,0,0,0,,,
1.22109E+17,6.15851E+13,Juankada Charm,"✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,1/8/2026 1:34,N/A,https://www.facebook.com/reel/2106549283427191/,0,0,Videos,,,,,Lifetime,82,45,12,10,1,1,3,,3,0,451.325,6.447,0,0,0,,,
