Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click),Negative feedback from users: Hide all
1.22111E+17,6.15842E+13,Juankada Papa Joe,"Am I still cute Joekada?🥹

Send this to your bestie and do the trend together 🤍

Tag your bestie and comment your entry🤗

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚","Am I still cute Joekada?🥹

Send this to your bestie and do the trend together 🤍

Tag your bestie and comment your entry🤗

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚",9,1/3/2026 19:36,mixed,https://www.facebook.com/reel/847664741388039/,1,0,Videos,,,,,Lifetime,6883,1154,281,269,9,3,31,,31,,8286.452,3.593,0,0,0,,
1.22111E+17,6.15842E+13,Juankada Papa Joe,,,0,1/3/2026 19:31,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02LvbeZkCMYWbV4dZriwV8rhPhCxqqoZE61H2J9LXMt8wAm3UWRvi1zBeEUKMnpJh1l&id=61584233476725,0,1,Photos,,,,,Lifetime,260,93,11,11,0,0,5,1,4,,,,,,,,
1.22111E+17,6.15842E+13,Juankada Papa Joe,"When the trio is all together, the fun never stops😄💖

Tag your trio for the fun and good times👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #GoodVibesOnly #fblifestylechallenge",,0,1/3/2026 16:50,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid07vHWSNnGZpGL7pzYF9UKijLKJju7eNSbvoG2nswpAwu7Ew3Zu6FDyCYVS45MoXwal&id=61584233476725,0,0,Photos,,,,,Lifetime,654,290,18,16,0,2,20,13,7,,,,,,,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"Thankyou for today mga ka-Joekada!☺️

Abangan niyo ulit kami tomorrow 6AM to 2PM sa ating website or app: https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚","Thankyou for today mga ka-Joekada!☺️

Abangan niyo ulit kami tomorrow 6AM to 2PM sa ating website or app: https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚",26,1/3/2026 4:01,mixed,https://www.facebook.com/reel/1353112906565066/,1,0,Videos,,,,,Lifetime,1235,470,16,12,2,2,5,,4,1,2394.861,3.724,0,0,0,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",26,1/2/2026 23:19,N/A,https://www.facebook.com/reel/734854506343472/,0,0,Videos,,,,,Lifetime,5536,162,40,20,16,4,22,,22,,3868.311,2.919,0,0,0,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,Juankada Papa Joe updated their cover photo.,,0,1/2/2026 18:41,N/A,https://www.facebook.com/photo.php?fbid=122110229583141115&set=a.122102925279141115&type=3,0,0,Photos,,,,,Lifetime,0,0,10,10,0,0,0,,,,,,,,,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"Another day, another live! ✌️🔥

What’s up mga ka-Joekada! Samahan niyo kami and let’s enjoy the Color Game live on https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/2/2026 18:21,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FKv8vT1VLhXCd45MYQz7PNhfKroKBppyQL7Z2cfedYLSLR1UKXKdH1FGSXCzeb9fl&id=61584233476725,0,0,Photos,,,,,Lifetime,593,235,13,11,0,2,28,17,10,1,,,,,,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"What’s up mga ka-Joekada! Salamat sa pagsama sa amin sa live sa Juan365. We appreciate your effort and support.☺️💖 

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/2/2026 0:02,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0VyuAm31aGjUaDcqF8pi821UvDC9aWfRzkhYjsksHjLtqkUgVcatBhGLCFVY9YDk1l&id=61584233476725,0,0,Photos,,,,,Lifetime,1104,400,26,20,3,3,61,32,29,,,,,,,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,,,0,1/1/2026 16:04,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0xeCutcJX4GNU79pe4sFZANnqHodKT1wTA6QfPgbAwxQxHeB77GjXeBRnKuH8g2aCl&id=61584233476725,0,1,Photos,,,,,Lifetime,194,74,5,5,0,0,4,,4,,,,,,,,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",40,1/1/2026 13:58,N/A,https://www.facebook.com/reel/769695359477307/,0,0,Videos,,,,,Lifetime,764,300,48,35,8,5,7,,7,,4382.68,6.711,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"𝐘𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐠𝐢𝐫𝐥 𝐬𝐚𝐛𝐛𝐢𝐞𝐬💗

Araw gabi nyong nasa isip at napapanaginipan🥰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage","𝐘𝐨𝐮𝐫 𝐝𝐫𝐞𝐚𝐦 𝐠𝐢𝐫𝐥 𝐬𝐚𝐛𝐛𝐢𝐞𝐬💗

Araw gabi nyong nasa isip at napapanaginipan🥰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage",37,1/17/2026 18:51,uploaded,https://www.facebook.com/reel/3166784730150043/,0,0,Videos,,,,,Lifetime,725,173,72,61,6,5,83,,83,,8539.069,16.976,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,,,0,1/17/2026 14:18,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0SLaVbdxa34P9aJ93B2hDc26f5YjyP2ozRmCm32AQKPGJEsGPmZFkAEd8UTy7VqzWl&id=61584361885503,0,1,Photos,,,,,Lifetime,150,63,12,9,2,1,14,12,2,,,,,,,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"𝑺𝒆𝒙𝒚 𝑹𝒆𝒅 𝒆𝒏𝒆𝒓𝒈𝒚 𝒐𝒏 🔥

Kita kits ulit tayo sa LIVE, sabbies 💋

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage","𝑺𝒆𝒙𝒚 𝑹𝒆𝒅 𝒆𝒏𝒆𝒓𝒈𝒚 𝒐𝒏 🔥

Kita kits ulit tayo sa LIVE, sabbies 💋

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage",38,1/17/2026 5:09,N/A,https://www.facebook.com/reel/846581964911103/,0,0,Videos,,,,,Lifetime,125,90,16,13,2,1,8,,8,,1955.832,19.364,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"𝑯𝒆𝒍𝒍𝒐 𝑾𝒆𝒆𝒌𝒆𝒏𝒅𝒔, 𝑰𝒕𝒔 𝒔𝒂𝒕𝒖𝒓-𝒃𝒂𝒃𝒊𝒆𝒔!😍

Nag enjoy ba kayo sa LIVE natin kanina? 😳❤️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage","𝑯𝒆𝒍𝒍𝒐 𝑾𝒆𝒆𝒌𝒆𝒏𝒅𝒔, 𝑰𝒕𝒔 𝒔𝒂𝒕𝒖𝒓-𝒃𝒂𝒃𝒊𝒆𝒔!😍

Nag enjoy ba kayo sa LIVE natin kanina? 😳❤️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage",17,1/17/2026 0:13,N/A,https://www.facebook.com/reel/1531617791287510/,0,0,Videos,,,,,Lifetime,295,228,37,25,10,2,18,,18,,1316.404,5.439,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈, 𝒔𝒂𝒃𝒃𝒊𝒆𝒔!☀️

Gising na ba ang lahat?👀 
LIVE na tayo sabay sabay nating salubungin ang masayang umaga at maswerteng araw! 💫♥️
Kita-kits! 🥰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage","𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈, 𝒔𝒂𝒃𝒃𝒊𝒆𝒔!☀️

Gising na ba ang lahat?👀 
LIVE na tayo sabay sabay nating salubungin ang masayang umaga at maswerteng araw! 💫♥️
Kita-kits! 🥰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage",18,1/16/2026 14:48,N/A,https://www.facebook.com/reel/868994839361099/,0,0,Videos,,,,,Lifetime,1698,275,169,128,35,6,163,,163,,14240.385,13.447,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"Ngiti muna, Sabbies! ✨ Tamang duet muna kami ni Juankada Evo!

Like niyo naman kung gusto niyo pa ng mas maraming duets from us 🤣

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #JuankadaEvo","Ngiti muna, Sabbies! ✨ Tamang duet muna kami ni Juankada Evo!

Like niyo naman kung gusto niyo pa ng mas maraming duets from us 🤣

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #JuankadaEvo",16,1/16/2026 2:09,N/A,https://www.facebook.com/reel/867450722742925/,0,0,Videos,,,,,Lifetime,360,169,53,35,15,3,24,,23,1,3063.678,15.711,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"𝑹𝒆𝒂𝒍 𝒉𝒖𝒆, 𝒔𝒍𝒂𝒚 𝒊𝒏 𝒃𝒍𝒖𝒆🩵

Did you catch me on LIVE Sabbies? 🤗
Magkita-kita ulit tayo bukas! ❤️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels #fyp 
#reels #foryourpage",,0,1/15/2026 21:10,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02uQh49QXKcYDJeUVySbDANQuHvaQoWQyadHBfvgiudy4zkouyonVmk52gy7FHeMEBl&id=61584361885503,0,0,Photos,,,,,Lifetime,355,133,32,25,6,1,31,18,13,,,,,,,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"Mga sabbies kooo! Join me LIVE NOW! 💋

Tara na! Nood na, kulitan tayo at makipagsabayan sa Color Game!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Mga sabbies kooo! Join me LIVE NOW! 💋

Tara na! Nood na, kulitan tayo at makipagsabayan sa Color Game!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",40,1/15/2026 18:18,mixed,https://www.facebook.com/reel/3521117061375069/,0,0,Videos,,,,,Lifetime,1014,262,87,78,7,2,160,,160,,12268.123,16.646,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"Officially off today pero sumasagi pa rin kayo sa isip ko? 😂 

 Miss niyo rin ba ako, Sabbies? 🙈

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Officially off today pero sumasagi pa rin kayo sa isip ko? 😂 

 Miss niyo rin ba ako, Sabbies? 🙈

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",16,1/15/2026 4:29,N/A,https://www.facebook.com/reel/1177156644454243/,0,0,Videos,,,,,Lifetime,200,128,15,13,1,1,11,,11,,1238.762,8.426,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"🌄 sabbies

pause & breathe💛

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","🌄 sabbies

pause & breathe💛

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",19,1/14/2026 2:32,N/A,https://www.facebook.com/reel/1501782357551781/,0,0,Videos,,,,,Lifetime,218,121,19,13,5,1,21,,21,,1499.068,10.128,0,0,0,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"Hello sabbies 💕

Off today  ✨rest & reset 🤍💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",,0,1/14/2026 0:40,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid036qbYLN8CynUehzCCkYB8QrDKv999FegWHMfi9CxaB5nHsqUkexh4ETqyGvh922d3l&id=61584361885503,0,0,Photos,,,,,Lifetime,412,146,30,22,6,2,40,25,15,,,,,,,,
1.22115E+17,6.15844E+13,Juankada Sabbie,"Don’t live in black and white, Sabbies!🫰

Make your life more exciting add color, add fun, add Juan365 to your game life! Tara na at maglaro sa Juan365 website!🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Don’t live in black and white, Sabbies!🫰

Make your life more exciting add color, add fun, add Juan365 to your game life! Tara na at maglaro sa Juan365 website!🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",7,1/13/2026 5:31,N/A,https://www.facebook.com/reel/1558473721866271/,0,0,Videos,,,,,Lifetime,2557,1221,41,37,3,1,66,,66,,9575.622,5.929,0,0,0,,
1.22114E+17,6.15844E+13,Juankada Sabbie,"Pwede ba ako muna ang kasama ninyo tonight Sabbies? 💙

Tuloy-tuloy ang pamimigay ng swerte humabol na at mag-log in sa Juan365 app/website🫰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Pwede ba ako muna ang kasama ninyo tonight Sabbies? 💙

Tuloy-tuloy ang pamimigay ng swerte humabol na at mag-log in sa Juan365 app/website🫰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",16,1/12/2026 6:40,N/A,https://www.facebook.com/reel/852277824465982/,0,0,Videos,,,,,Lifetime,303,163,34,28,5,1,22,,22,,3189.239,15.946,0,0,0,,
1.22114E+17,6.15844E+13,Juankada Sabbie,"Hello, Sabbies! 🤗

LIVE na kami nila Juankada host LIGAYA at Juankada host GEOFF  Andito na ang saya at swerte para sa inyo ngayong araw kaya tara na, sama-sama tayong mag enjoy!☺️

Log in na sa JUAN365 App/Website!🥳

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",,0,1/12/2026 1:01,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02pY4A1fdV9ynFQVWBnHTQnfuMJfS8uiuQJUPS7Euu6JSHoHyCMeU8UAufgStqB36yl&id=61584361885503,0,0,Photos,,,,,Lifetime,372,160,24,22,1,1,12,11,1,,,,,,,,
1.22114E+17,6.15844E+13,Juankada Sabbie,"Sabbies! Sasayawan ko muna kayo kahit kakagising ko lang 🥱

bago tayo mag-LIVE para magbigay ng saya, kilig, at swerte sa inyo! Handa na ba kayo?😉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Sabbies! Sasayawan ko muna kayo kahit kakagising ko lang 🥱

bago tayo mag-LIVE para magbigay ng saya, kilig, at swerte sa inyo! Handa na ba kayo?😉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",15,1/11/2026 21:49,mixed,https://www.facebook.com/reel/1534654107829756/,0,0,Videos,,,,,Lifetime,360,176,49,39,6,4,31,,31,,2826.579,12.732,0,0,0,,
1.22114E+17,6.15844E+13,Juankada Sabbie,"Hello SABBIES! 😍
Gusto niyo rin ba ng SWERTE at PANALO? 🍀💸 anim na triple na tayo. Habol na Juankada

TARA NA SA LIVE!
Mag-log in na sa JUAN365 APP/ Website
Baka ikaw na ang susunod na panalo!

🎉 MINOR / x5 WINNERS – GREEN 🎉
🎉MINOR / x5 WINNERS -  GREEN 🎉
🎉 x10 WINNER 🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",,0,1/11/2026 1:34,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FSFX8CnRBkHYvKnB5RqRoAhQDCjNGjkwWS1pfWdd6C75dBNLrd9hcyMZ9sTNrSfPl&id=61584361885503,0,0,Photos,,,,,Lifetime,392,154,39,25,8,6,33,17,15,1,,,,,,,
