Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Approximate content monetization earnings,Negative feedback from users: Hide all,Negative feedback from users: Hide,Ad CPM (USD),Ad impressions
1.22115E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Naka-follow na ba ang lahat? 

Share niyo na sainyong friends and family para mas lumaki ang ating mabibigyan ng LUCKY CHARMS!🍀

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/1/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0gdwmHaA2cLNqcAh8A5Nxt4FZhbJbo9EpKELSmFzWR3Ubsc4Quw9LCA9krNQaT9pvl&id=61585109026232,0,0,Photos,,,,,Lifetime,1024,455,55,40,10,5,,,,56,48,8,,0,,,,
1.22115E+17,6.15851E+13,Juankada Charm,Lucky CHARM activated✨ #juan365,,0,1/31/2026 23:38,N/A,https://www.facebook.com/photo.php?fbid=122114762187170300&set=a.122102997399170300&type=3,0,0,Photos,,,,,Lifetime,153,76,17,17,0,0,,,,3,3,,,0,,,,
1.22115E+17,6.15851E+13,Juankada Charm,Juankada Charm updated their cover photo.,,0,1/31/2026 23:35,N/A,https://www.facebook.com/photo.php?fbid=122114761671170300&set=a.122103022167170300&type=3,0,0,Photos,,,,,Lifetime,0,0,8,7,1,0,,,,0,,,,0,,,,
1.22117E+17,6.15851E+13,Juankada Charm,"Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/6/2026 23:00,N/A,https://www.facebook.com/reel/1438027944686433/,0,0,Videos,,,,,Lifetime,129,96,7,7,0,0,652.389,6.04,0,2,2,,,0,,,0,0
1.22111E+17,6.15857E+13,Juankada Ellise,"𝐈𝐟 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐡𝐚𝐝 𝐚 𝐜𝐨𝐥𝐨𝐫, 𝐈’𝐦 𝐰𝐞𝐚𝐫𝐢𝐧𝐠 𝐢𝐭 𝐰𝐢𝐭𝐡 𝐚 𝐬𝐦𝐢𝐥𝐞 😌❤️

#JuankadaEllise #foryourpage #reels #trending #Followme","𝐈𝐟 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐡𝐚𝐝 𝐚 𝐜𝐨𝐥𝐨𝐫, 𝐈’𝐦 𝐰𝐞𝐚𝐫𝐢𝐧𝐠 𝐢𝐭 𝐰𝐢𝐭𝐡 𝐚 𝐬𝐦𝐢𝐥𝐞 😌❤️

#JuankadaEllise #foryourpage #reels #trending #Followme",19,1/31/2026 2:00,N/A,https://www.facebook.com/reel/892347280055577/,1,0,Videos,,,,,Lifetime,186,135,18,17,1,0,1124.687,7.497,0,7,7,,,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"Juankada Host + Direk! 
Team midshift 💙

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,3/2/2026 3:19,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02HyP6zqWgPjL9whYM4wK1hJ1jUymH262ArJYXsHv91kkj3NYbgoHDj9f2jZd945Dfl&id=61585679673115,0,0,Photos,,,,,Lifetime,143,62,3,2,1,0,,,,16,2,14,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"Me listening to my parents' playlist: ""Wait... who hurt you, Ma?""

#Juan365 #JuankadaEllise #oldschool #relapse","Me listening to my parents' playlist: ""Wait... who hurt you, Ma?""

#Juan365 #JuankadaEllise #oldschool #relapse",16,3/2/2026 2:30,mixed,https://www.facebook.com/reel/776536315079786/,1,0,Videos,,,,,Lifetime,163,42,7,5,1,1,952.323,7.936,0,23,23,,,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,Juankada Ellise updated their cover photo.,,0,3/1/2026 23:19,N/A,https://www.facebook.com/photo.php?fbid=122116259763189322&set=a.122097515811189322&type=3,0,0,Photos,,,,,Lifetime,0,0,7,5,2,0,,,,0,,,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"Finding beauty in the details. 🌞🌻

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,3/1/2026 23:18,N/A,https://www.facebook.com/photo.php?fbid=122116259655189322&set=a.122097504951189322&type=3,0,0,Photos,,,,,Lifetime,116,50,11,9,2,0,,,,8,8,,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"The last person to comment on this post is walking away with 𝟑𝟔𝟓 𝐅𝐑𝐄𝐄 𝐂𝐑𝐄𝐃𝐈𝐓𝐒! 🎉

Comment na, Juankada! 😎

#Juan365 #Juan365Studios #AllInJuanSaSaya #Juankada #JuankadaEllise",,0,3/1/2026 10:13,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02KaRoiGuZXXC3NEe2Ek29LkeErBYqoJgdtSj8JxpoBqJ643Q4d5Px1z3qHbwSpjLAl&id=61585679673115,0,1,Photos,,,,,Lifetime,146,65,15,8,6,1,,,,28,19,9,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"Samahan nyo ang team midshift 2pm-10pm ❤️

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,3/1/2026 3:49,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02nH8vhYSeaCRXjeyuwq4WUk9d4AwAkNiJ2hQB7SAwW3f51QRR48eKGQ3F6jHprhwml&id=61585679673115,0,0,Photos,,,,,Lifetime,120,65,8,6,2,0,,,,3,2,1,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"I don’t chase, I attract… that’s just diva logic 💖✨

#Juan365 #JuankadaEllise #Juankada #fyp","I don’t chase, I attract… that’s just diva logic 💖✨

#Juan365 #JuankadaEllise #Juankada #fyp",21,3/1/2026 2:30,mixed,https://www.facebook.com/reel/1321991556430553/,1,0,Videos,,,,,Lifetime,709,676,7,6,1,0,7156.261,10.523,0,8,4,,4,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"Confidence is the best outfit. Own it ❤️

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/28/2026 5:47,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0tXiTePRUMTWcSywEYnT5WWHgocZ2ykiPXXEF3qPrSdGg9AHEpLzWNRNChpqAtowil&id=61585679673115,0,0,Photos,,,,,Lifetime,126,61,10,8,2,0,,,,13,6,7,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"Spreading extra luck to everyJUAN out there! 🍀✨

#Juan365 #JuankadaEllise #Juankada #reels","Spreading extra luck to everyJUAN out there! 🍀✨

#Juan365 #JuankadaEllise #Juankada #reels",24,2/28/2026 2:30,N/A,https://www.facebook.com/reel/753265884285362/,1,0,Videos,,,,,Lifetime,620,600,6,5,1,0,6618.513,11.236,0,19,2,,17,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"12X TRIPLE? Not bad ha beshy 😏
Pero mas bet ko kung ikaw na next! 👀✨

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/27/2026 6:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02vbBzxtCkZHyFoLRnkp8yZhnoaBycSMsGDUBpu3GSveXFRZKsHWDb9oNcMFzZmRXul&id=61585679673115,0,0,Photos,,,,,Lifetime,176,88,14,12,2,0,,,,8,4,4,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"𝐖𝐀𝐋𝐀 𝐍𝐆 𝐈𝐍𝐓𝐑𝐎 𝐈𝐍𝐓𝐑𝐎!

#Juan365 #JuankadaEllise #Juankada #relate","𝐖𝐀𝐋𝐀 𝐍𝐆 𝐈𝐍𝐓𝐑𝐎 𝐈𝐍𝐓𝐑𝐎!

#Juan365 #JuankadaEllise #Juankada #relate",11,2/27/2026 2:30,mixed,https://www.facebook.com/reel/1429992955245316/,1,0,Videos,,,,,Lifetime,52,38,5,5,0,0,191.657,4.674,0,0,,,,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"𝐮𝐧𝐨... 𝐝𝐨𝐬... 𝐭𝐫𝐞𝐬...

#Jua365 #JuankadaEllise #Juankada #fyp","𝐮𝐧𝐨... 𝐝𝐨𝐬... 𝐭𝐫𝐞𝐬...

#Jua365 #JuankadaEllise #Juankada #fyp",20,2/26/2026 17:30,mixed,https://www.facebook.com/reel/2102818923850011/,1,0,Videos,,,,,Lifetime,69,45,7,6,1,0,369.916,7.253,0,6,6,,,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"Hello Rest day!! ❤️
Live tayo bukas 2pm-10pm sa colorgame live (juan365) 

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/26/2026 4:47,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02EogygiQf33oJ5jgmnwHMeoTXiWJKnK7NsWjRTPL1b37LGgJ1DknTLfnEpvZeokWPl&id=61585679673115,0,0,Photos,,,,,Lifetime,142,75,7,6,0,1,,,,7,5,2,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"𝐁𝐀𝐒𝐓𝐀 𝐃𝐈 𝐀𝐊𝐎 𝐏𝐀𝐍𝐆𝐈𝐓!

#Juan365 #JuankadaElllise #Juankada #fyp","𝐁𝐀𝐒𝐓𝐀 𝐃𝐈 𝐀𝐊𝐎 𝐏𝐀𝐍𝐆𝐈𝐓!

#Juan365 #JuankadaElllise #Juankada #fyp",12,2/26/2026 2:30,mixed,https://www.facebook.com/reel/2919661298240224/,1,0,Videos,,,,,Lifetime,65,40,3,3,0,0,266.127,5.218,0,2,2,,,0,,,0,0
1.22116E+17,6.15857E+13,Juankada Ellise,"All in Juan sa SAYA at PANALO hatid ng Colorgame Live!! ❤️

#Juan365 #JuankadaEllise #Juankada #fypviralシ
#juankadahostikay #juankadacharm #juankadasabbie #JuankadaTanya #juankadadrae #juankadageoff",,0,2/25/2026 4:21,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02GVKmM8nGqeymyyXyNkna31MLD26ZAFkiEMaDVZPY7ci82Zm7bQgz19GSGcLAmKANl&id=61585679673115,0,0,Photos,,,,,Lifetime,168,73,5,5,0,0,,,,13,2,11,,0,,,,
1.22116E+17,6.15857E+13,Juankada Ellise,"𝐘𝐨𝐮 𝐛𝐚𝐝 𝐚𝐬 𝐡𝐞𝐥𝐥, 𝐈 𝐭𝐫𝐞𝐚𝐭 𝐲𝐨𝐮 𝐰𝐞𝐥𝐥, 𝐈 𝐰𝐢𝐥𝐥🎶
- with Direk Jess ❤️

#Jua365 #JuankadaEllise #Juankada #fyp","𝐘𝐨𝐮 𝐛𝐚𝐝 𝐚𝐬 𝐡𝐞𝐥𝐥, 𝐈 𝐭𝐫𝐞𝐚𝐭 𝐲𝐨𝐮 𝐰𝐞𝐥𝐥, 𝐈 𝐰𝐢𝐥𝐥🎶
- with Direk Jess ❤️

#Jua365 #JuankadaEllise #Juankada #fyp",37,2/25/2026 1:30,N/A,https://www.facebook.com/reel/2488840644909925/,0,0,Videos,,,,,Lifetime,43,39,4,3,1,0,464.312,13.656,0,1,1,,,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"Slaying in shades of black 🖤

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/24/2026 5:02,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0SmipK8Hg6VNXQixpKNn163kcdozgcqjCGZhgP9a2UGKwFuMEDDQz6hDX6kbxVjiVl&id=61585679673115,0,0,Photos,,,,,Lifetime,117,53,6,6,0,0,,,,1,,1,,0,,,,
1.22115E+17,6.15857E+13,Juankada Ellise,"Anong galaw ba gusto niyo?😆

#Juan365 #JuankadaEllise #Juankada #fyp","Anong galaw ba gusto niyo?😆

#Juan365 #JuankadaEllise #Juankada #fyp",12,2/24/2026 2:30,N/A,https://www.facebook.com/reel/1894971044470098/,1,0,Videos,,,,,Lifetime,115,60,12,8,4,0,529.284,6.873,0,7,7,,,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"Capturing the lazy look perfectly.

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/23/2026 3:51,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid085vKvcfB7sVcPfZSTjPk59iQceFGbUWEHsrUo7DCAHZ96HxCYhyifMrejFdYvLyHl&id=61585679673115,0,0,Photos,,,,,Lifetime,109,51,5,4,1,0,,,,1,1,,,0,,,,
1.22115E+17,6.15857E+13,Juankada Ellise,"Yung halik mo! pati likod mo...

#JuankaaEllise #fyp #reelsviralシ  #trending","Yung halik mo! pati likod mo...

#JuankaaEllise #fyp #reelsviralシ  #trending",16,2/23/2026 2:30,mixed,https://www.facebook.com/reel/1865351617451144/,1,0,Videos,,,,,Lifetime,2717,1947,32,30,2,0,21350.128,11.062,0,8,7,,1,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"Girl keep your head up - Tupac

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/22/2026 5:08,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02nSreLLyVMkoaQCfFKS3UaKpjdXyTz7snJ3ts6HAWysYnnYQppfJ9sQ7Ad1s7hFJRl&id=61585679673115,0,0,Photos,,,,,Lifetime,204,70,10,8,2,0,,,,10,4,6,,0,,,,
1.22115E+17,6.15857E+13,Juankada Ellise,"Ay talagang lahat kayo...

#JuankadaEllise #reels #fyp  #relate","Ay talagang lahat kayo...

#JuankadaEllise #reels #fyp  #relate",11,2/22/2026 2:30,mixed,https://www.facebook.com/reel/896517069908788/,1,0,Videos,,,,,Lifetime,64,37,4,4,0,0,225.238,4.692,0,2,2,,,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"POV: ianabutan ni ninong ng payb kyaw para sumayaw✨

#JuankadaEllise #fyp #reels","POV: ianabutan ni ninong ng payb kyaw para sumayaw✨

#JuankadaEllise #fyp #reels",20,2/21/2026 2:30,mixed,https://www.facebook.com/reel/1424378682668313/,1,0,Videos,,,,,Lifetime,97,57,11,9,2,0,559.302,7.558,0,7,7,,,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"Dressed like I’m about to break hearts 💅

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/21/2026 1:01,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0BdEd2sCaHuLPNztyh7FkEAyVeYoRQjiSVnfkyB6WyPNwaraWAbSW2PePmEHqmduXl&id=61585679673115,0,0,Photos,,,,,Lifetime,182,76,13,12,1,0,,,,13,3,10,,0,,,,
1.22115E+17,6.15857E+13,Juankada Ellise,"Angas nato! angasan kopa?

#JuankadaEllise #fyp #reels","Angas nato! angasan kopa?

#JuankadaEllise #fyp #reels",12,2/20/2026 2:30,N/A,https://www.facebook.com/reel/25467933656219477/,1,0,Videos,,,,,Lifetime,387,277,21,19,2,0,1966.785,6.758,0,6,6,,,0,,,0,0
1.22115E+17,6.15857E+13,Juankada Ellise,"Squad goals? No beshy — squad GIRLS 💅✨

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,2/19/2026 22:45,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0qNF3y97CXrXSANcDshDoD263EofH9G3i4Jd6KuR94DYYrMC9FN5jw2P7fDyrGxwyl&id=61585679673115,0,0,Photos,,,,,Lifetime,198,101,8,6,2,0,,,,16,4,12,,0,,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"Bakit ba kasi ang tagal?!

#JuanakdaELlise #relate #fyp","Bakit ba kasi ang tagal?!

#JuanakdaELlise #relate #fyp",16,2/19/2026 2:30,mixed,https://www.facebook.com/reel/1433886478280221/,1,0,Videos,,,,,Lifetime,3566,2612,42,36,5,1,34512.119,12.984,0,8,8,,,0,,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Parang ang hirap naman ata non🙂‍↔️

#JuankadaEllise #reels #fyp #foryourpage","Parang ang hirap naman ata non🙂‍↔️

#JuankadaEllise #reels #fyp #foryourpage",8,2/18/2026 2:30,mixed,https://www.facebook.com/reel/1303108744976033/,1,0,Videos,,,,,Lifetime,5608,3706,22,17,4,1,27886.665,7.866,0,30,15,,15,0,,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Hindi ko suot sapin ng patungan ng telepono niyo ha! 

#JuankadaEllise #picture #fyp",,0,2/17/2026 20:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0GC4zu6nwkK473K31V5BxbM5N5nTBByEcu8KqFjCewarXEXEhYKrSreTDD7T65o58l&id=61585679673115,0,0,Photos,,,,,Lifetime,192,100,11,9,1,1,,,,5,4,1,,0,,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"Red days are the best days. ❤️

#JuankadaEllise #ootdfashion #fypシ゚viralシfypシ゚  #fyp","Red days are the best days. ❤️

#JuankadaEllise #ootdfashion #fypシ゚viralシfypシ゚  #fyp",16,2/17/2026 2:30,mixed,https://www.facebook.com/reel/933563999011116/,1,0,Videos,,,,,Lifetime,1322,1068,14,11,2,1,11691.326,9.916,0,14,9,,5,0,,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Serving looks and good vibes lang.✨💅

#JuankadaEllise #picure #ootd #fashionstyle",,0,2/16/2026 19:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ZaQUs7MuxB3eN5CARZvokpnczftQec7SyK3VeY6R1ue5nSE7EeQnztqe8xSzrY1gl&id=61585679673115,0,0,Photos,,,,,Lifetime,179,87,11,8,2,1,,,,3,2,1,,0,,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"Jackpot! after Jackpot! ooh san kapa?🤩

#JuankadaEllise #Juan365 #trendingpostchallenge #fypシ゚viralシfypシ゚",,0,2/16/2026 2:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ebZRRRV4zDLqC4TaNTtdnNwruMLbRT6WXhPThCfrzFg1wCKA3Nmq6gQNU1LkWzLUl&id=61585679673115,0,0,Photos,,,,,Lifetime,186,86,14,12,1,1,,,,5,4,1,,0,,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"May lakad ka ba mamaya?
Puwede ka ba makasama sa paggagala?🎶

#JuankadaEllise #nadarang #shantidope #fyp","May lakad ka ba mamaya?
Puwede ka ba makasama sa paggagala?🎶

#JuankadaEllise #nadarang #shantidope #fyp",16,2/15/2026 19:30,mixed,https://www.facebook.com/reel/3134250490080731/,1,0,Videos,,,,,Lifetime,117,77,12,11,1,0,574.101,6.308,0,2,2,,,0,,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Oh! edi umiyak ka!🥳

#JuankadaEllise #relate #topic #fyp","Oh! edi umiyak ka!🥳

#JuankadaEllise #relate #topic #fyp",12,2/15/2026 2:30,N/A,https://www.facebook.com/reel/1263924328969545/,1,0,Videos,,,,,Lifetime,4276,2734,30,28,2,0,31292.037,11.235,0,6,3,,3,0,,,0,0
1.22114E+17,6.15857E+13,Juankada Ellise,"Who needs a spotlight when you glow naturally? 💡🔥

#JuankadaEllise #elevate #self #glow",,0,2/14/2026 19:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02zseJHBs8SSokJLZ39yLjUN4LftXjyoRUGeBidP8JUmYKwcSyydYayTWcJefnh1wLl&id=61585679673115,0,0,Photos,,,,,Lifetime,241,104,23,18,3,2,,,,5,3,2,,0,,,,
1.22114E+17,6.15857E+13,Juankada Ellise,"Sana walang SF pag dumating😖

#JuankadaEllise #valentinesday #funnyvideos #lmao","Sana walang SF pag dumating😖

#JuankadaEllise #valentinesday #funnyvideos #lmao",13,2/14/2026 6:17,N/A,https://www.facebook.com/reel/1234614771970208/,0,0,Videos,,,,,Lifetime,127,90,10,9,1,0,641.78,6.827,0,8,8,,,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Swerte mo kung...  aba! swerte ka talaga ayaw mo pa?!😆✨

#JuankadaELlise #kakaibabe #babe #valentinesday","Swerte mo kung...  aba! swerte ka talaga ayaw mo pa?!😆✨

#JuankadaELlise #kakaibabe #babe #valentinesday",16,2/14/2026 2:30,N/A,https://www.facebook.com/reel/1710188437032045/,1,0,Videos,,,,,Lifetime,1230,1046,19,16,3,0,8462.844,8.067,0,8,6,,2,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Boom! 💣 x50 hit! Sino next na swerte? Huwag maging tanga, subukan mo na! 🎰

#BigWinsOnly #Juan365 #JuankadaEllise",,0,2/13/2026 19:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0aNGvYgtX98Evnw9zMxG4qHFScWy2gaamJRY7oUSvkuCcHKCQvxToTd37JJnAuk9bl&id=61585679673115,0,0,Photos,,,,,Lifetime,149,63,10,8,1,1,,,,2,2,,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Can you teach me how to dougie? 🗣💯 

#JuankadaEllise #TeachMeHowToDougie #DougieChallenge #ThrowbackVibes #JuankadaGeoff","Can you teach me how to dougie? 🗣💯 

#JuankadaEllise #TeachMeHowToDougie #DougieChallenge #ThrowbackVibes #JuankadaGeoff",15,2/13/2026 2:30,mixed,https://www.facebook.com/reel/1219392010344129/,1,0,Videos,,,,,Lifetime,1455,411,33,22,2,9,6840.991,5.729,0,10,10,,,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"𝐂𝐮𝐫𝐫𝐞𝐧𝐭 𝐬𝐭𝐚𝐭𝐮𝐬: 𝐂𝐨𝐳𝐲.✨

#JuankadaEllise #streetstyle #hoodie #sneakerhead",,0,2/12/2026 19:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02aYkvPgoczYPfM81EeB8ULZxgeFoEgsm1FjToS6dFzfH9xp7D4SixeZFm22JgTHR2l&id=61585679673115,0,0,Photos,,,,,Lifetime,159,76,10,8,1,1,,,,6,5,1,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Kabahan ka pag iba na ang lumabas! 

#JuankadaEllise #relate #funnyreels #fyp","Kabahan ka pag iba na ang lumabas! 

#JuankadaEllise #relate #funnyreels #fyp",11,2/12/2026 2:30,N/A,https://www.facebook.com/reel/1469528781203790/,1,0,Videos,,,,,Lifetime,3631,2385,20,19,0,1,23301.378,9.094,0,6,3,,3,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,,,0,2/11/2026 20:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Seqhj8qiBNpXu3V6mAGPpuKQpfm1kR3Hx4rKcxWnLrShYiF6ZdD7Dska7ytx9PgPl&id=61585679673115,0,0,Photos,,,,,Lifetime,129,62,12,10,1,1,,,,2,2,,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Onti nalang ayaw kona talaga! isa pa!🙄

#JuanakdaEllise #reels #relatable #fyp","Onti nalang ayaw kona talaga! isa pa!🙄

#JuanakdaEllise #reels #relatable #fyp",16,2/11/2026 15:45,N/A,https://www.facebook.com/reel/952282984151692/,1,0,Videos,,,,,Lifetime,4702,3211,60,51,9,0,44171.028,13.256,0,25,18,,7,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,Ikaw hindi kaba masaya? Follow us para araw araw todo ang saya💙✨,,0,2/11/2026 3:10,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0CkKoBf2FbmvqLvvhxM1xzfejsH3fCv24RjYbmP4QNUgdhUWFi2XACuEaQgUswCWAl&id=61585679673115,0,1,Photos,,,,,Lifetime,117,57,1,1,0,0,,,,5,5,,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Money makes me happy ✨ Sino pa diyan?!😬

#JuankadaEllise #Valentines #trending #fypviralシ","Money makes me happy ✨ Sino pa diyan?!😬

#JuankadaEllise #Valentines #trending #fypviralシ",9,2/11/2026 3:07,N/A,https://www.facebook.com/reel/934950832525564/,0,0,Videos,,,,,Lifetime,179,121,16,13,3,0,675.114,5.076,0,10,10,,,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Ganon naman talaga diba?😖

#JuankadaEllise #relate #reels #trending","Ganon naman talaga diba?😖

#JuankadaEllise #relate #reels #trending",9,2/10/2026 3:00,N/A,https://www.facebook.com/reel/887291214055788/,1,0,Videos,,,,,Lifetime,5260,4068,20,16,4,0,26872.001,6.884,0,13,7,,6,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Bebot bebot✨

#JuankadaEllise  #pretty #reels #trending #fyp","Bebot bebot✨

#JuankadaEllise  #pretty #reels #trending #fyp",16,2/9/2026 20:00,N/A,https://www.facebook.com/reel/1819994122036176/,1,0,Videos,,,,,Lifetime,1215,1016,15,13,2,0,10184.487,9.994,0,17,8,,9,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Would you sit here with me? 😏

#JuankadaEllisee #picture #pretty #ootd #tuesday",,0,2/9/2026 15:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02zxzg37r5vmoj7mVTjH7JmsUc49ix1DtaiduzSHxq6bsQH9r1S9ALVDk891UmsRB6l&id=61585679673115,0,0,Photos,,,,,Lifetime,231,115,12,10,1,1,,,,10,4,6,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,10PM-5AM nightshift ❤️,,0,2/9/2026 10:13,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid022Yx6PkbPCvcctzRKVKyfH84ctW1QjFPbMZxzkB9ZyZqNaaQhJby13iqWbahWFqpjl&id=61585679673115,0,1,Text,,,,,Lifetime,99,86,8,7,1,0,,,,16,16,,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Pina mukha pa talaga niya yan🙄

#JuankadaEllise #relate #trending #reels","Pina mukha pa talaga niya yan🙄

#JuankadaEllise #relate #trending #reels",11,2/9/2026 2:30,N/A,https://www.facebook.com/reel/787970850330928/,1,0,Videos,,,,,Lifetime,208,154,8,7,1,0,825.228,4.941,0,3,3,,,0,,,0,0
1.22113E+17,6.15857E+13,Juankada Ellise,"Finding calm in cozy corners✨

#JuankadaEllise #mondayfeels #vibes #picture #loveit",,0,2/8/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid034N7rZhWBo4i7nRtZbcdH4Ax9qQjzcHPshCdPhCQ76nDU5sJMhyPQN1FuQRyoFjHMl&id=61585679673115,0,0,Photos,,,,,Lifetime,208,100,13,10,2,1,,,,5,4,1,,0,,,,
1.22113E+17,6.15857E+13,Juankada Ellise,"Juts yarn!✨🤐

#JuankadaEllise #relate #trending #reels","Juts yarn!✨🤐

#JuankadaEllise #relate #trending #reels",12,2/8/2026 16:00,mixed,https://www.facebook.com/reel/1781481689192856/,1,0,Videos,,,,,Lifetime,249,186,12,8,4,0,923.925,4.642,0,7,7,,,0,,,0,0
